2023-09-15 04:50:02,491 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:02,492 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:02,492 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:02,492 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:02,492 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:02,492 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-15 04:50:03,685 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=78e3b5b4-9885-4484-acf0-59873fa5bdfb(3ef045e14135/172.18.0.7)} | ret=SUCCESS |  
2023-09-15 04:50:03,774 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {datanodeDetails=ba15afce-649d-44d9-ba30-64223177604f(d5509d770947/172.18.0.3)} | ret=SUCCESS |  
2023-09-15 04:50:04,116 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-09-15 04:50:04,294 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-09-15 04:50:04,551 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {datanodeDetails=9b673dd7-5717-440c-a2b3-3965877d9c3f(f8c70bfab25a/172.18.0.6)} | ret=SUCCESS |  
2023-09-15 04:50:06,261 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=78e3b5b4-9885-4484-acf0-59873fa5bdfb, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "c08b48ec-54f1-40e4-912d-f38cce2905ff" uuid128 { mostSigBits: -4572480816790028060 leastSigBits: -7985458778178255361 } } type: RATIS factor: ONE datanode { uuid: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8711005891522282628 leastSigBits: -5985185467352105477 } } cmdId: 1694753403694 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9d464c5f-1e5a-4f19-95be-585990d3395e" uuid128 { mostSigBits: -7113914589970280679 leastSigBits: -7656585174778168994 } } type: RATIS factor: THREE datanode { uuid: "9b673dd7-5717-440c-a2b3-3965877d9c3f" ipAddress: "172.18.0.6" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b673dd7-5717-440c-a2b3-3965877d9c3f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7248757080141118452 leastSigBits: -6722966710506382273 } } datanode { uuid: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8711005891522282628 leastSigBits: -5985185467352105477 } } datanode { uuid: "ba15afce-649d-44d9-ba30-64223177604f" ipAddress: "172.18.0.3" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ba15afce-649d-44d9-ba30-64223177604f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5037927307157879591 leastSigBits: -5030410685751271345 } } cmdId: 1694753403697 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "d0d6ea00-8840-4377-b12a-efdb0d850e65" uuid128 { mostSigBits: -3398271580797648009 leastSigBits: -5680464255870759323 } } type: RATIS factor: THREE datanode { uuid: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "78e3b5b4-9885-4484-acf0-59873fa5bdfb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8711005891522282628 leastSigBits: -5985185467352105477 } } datanode { uuid: "9b673dd7-5717-440c-a2b3-3965877d9c3f" ipAddress: "172.18.0.6" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b673dd7-5717-440c-a2b3-3965877d9c3f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7248757080141118452 leastSigBits: -6722966710506382273 } } datanode { uuid: "ba15afce-649d-44d9-ba30-64223177604f" ipAddress: "172.18.0.3" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ba15afce-649d-44d9-ba30-64223177604f" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5037927307157879591 leastSigBits: -5030410685751271345 } } cmdId: 1694753403698 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
