2025-07-11 23:37:18,834 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-11 23:37:18,834 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-11 23:37:18,834 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-11 23:37:18,833 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-11 23:37:19,262 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {datanodeDetails=8c154725-a4a4-4c72-9d59-21570ac59ee1(c0fb20a25e03/172.18.0.3)} | ret=SUCCESS |  
2025-07-11 23:37:19,438 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=4b5089d7-3d10-4400-9317-0ccf0da0a776(3ba66b83e20e/172.18.0.7)} | ret=SUCCESS |  
2025-07-11 23:37:20,128 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=REGISTER {datanodeDetails=a780cedc-cc51-4fa5-84b4-1c6eced8511e(0edfe5030b58/172.18.0.10)} | ret=SUCCESS |  
2025-07-11 23:37:20,979 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {datanodeDetails=1e76080f-5913-455e-82ac-8ab9d3c46a3d(94dbbe657fd2/172.18.0.4)} | ret=SUCCESS |  
2025-07-11 23:37:21,266 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {datanodeUUID=8c154725-a4a4-4c72-9d59-21570ac59ee1, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "7813c505-0ce8-443d-8354-85b0b3f4e664" uuid128 { mostSigBits: 8652475934590911549 leastSigBits: -8983408362717387164 } } type: RATIS factor: THREE datanode { uuid: "4b5089d7-3d10-4400-9317-0ccf0da0a776" ipAddress: "172.18.0.7" hostName: "ozone-balancer-datanode6-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "4b5089d7-3d10-4400-9317-0ccf0da0a776" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5426989108516897792 leastSigBits: -7847789742243403914 } level: 3 id { uuid { mostSigBits: 5426989108516897792 leastSigBits: -7847789742243403914 } } } datanode { uuid: "8c154725-a4a4-4c72-9d59-21570ac59ee1" ipAddress: "172.18.0.3" hostName: "ozone-balancer-datanode3-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "8c154725-a4a4-4c72-9d59-21570ac59ee1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -8352691706887123854 leastSigBits: -7108613879101022495 } level: 3 id { uuid { mostSigBits: -8352691706887123854 leastSigBits: -7108613879101022495 } } } datanode { uuid: "a780cedc-cc51-4fa5-84b4-1c6eced8511e" ipAddress: "172.18.0.10" hostName: "ozone-balancer-datanode4-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "a780cedc-cc51-4fa5-84b4-1c6eced8511e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -6376869624640614491 leastSigBits: -8884444902652882658 } level: 3 id { uuid { mostSigBits: -6376869624640614491 leastSigBits: -8884444902652882658 } } } cmdId: 1752277040135 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0]} | ret=SUCCESS |  
2025-07-11 23:37:21,438 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=4b5089d7-3d10-4400-9317-0ccf0da0a776, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "7813c505-0ce8-443d-8354-85b0b3f4e664" uuid128 { mostSigBits: 8652475934590911549 leastSigBits: -8983408362717387164 } } type: RATIS factor: THREE datanode { uuid: "4b5089d7-3d10-4400-9317-0ccf0da0a776" ipAddress: "172.18.0.7" hostName: "ozone-balancer-datanode6-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "4b5089d7-3d10-4400-9317-0ccf0da0a776" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5426989108516897792 leastSigBits: -7847789742243403914 } level: 3 id { uuid { mostSigBits: 5426989108516897792 leastSigBits: -7847789742243403914 } } } datanode { uuid: "8c154725-a4a4-4c72-9d59-21570ac59ee1" ipAddress: "172.18.0.3" hostName: "ozone-balancer-datanode3-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "8c154725-a4a4-4c72-9d59-21570ac59ee1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -8352691706887123854 leastSigBits: -7108613879101022495 } level: 3 id { uuid { mostSigBits: -8352691706887123854 leastSigBits: -7108613879101022495 } } } datanode { uuid: "a780cedc-cc51-4fa5-84b4-1c6eced8511e" ipAddress: "172.18.0.10" hostName: "ozone-balancer-datanode4-1.ozone-balancer_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "a780cedc-cc51-4fa5-84b4-1c6eced8511e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -6376869624640614491 leastSigBits: -8884444902652882658 } level: 3 id { uuid { mostSigBits: -6376869624640614491 leastSigBits: -8884444902652882658 } } } cmdId: 1752277040135 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0]} | ret=SUCCESS |  
2025-07-11 23:37:21,893 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
