2024-09-13 07:29:45,642 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2024-09-13 07:29:45,640 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2024-09-13 07:29:45,640 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.14 | op=GET_VERSION null | ret=SUCCESS |  
2024-09-13 07:29:46,752 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-09-13 07:29:47,206 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.14 | op=REGISTER {datanodeDetails=f83fdb68-aca3-4aeb-b850-f01ac9f9f139(4fa15ebcfc1d/172.19.0.14)} | ret=SUCCESS |  
2024-09-13 07:29:47,251 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.9 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-09-13 07:29:47,559 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.5 | op=LIST_PIPELINE null | ret=SUCCESS |  
2024-09-13 07:29:48,031 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-09-13 07:29:48,779 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.12 | op=REGISTER {datanodeDetails=2c6d846c-33f9-441e-baa7-53fbf71ce0e8(3ab812a042d0/172.19.0.12)} | ret=SUCCESS |  
2024-09-13 07:29:48,954 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.13 | op=REGISTER {datanodeDetails=2a123b24-25aa-4bd7-b395-654761295ccd(d6de4ec31b6c/172.19.0.13)} | ret=SUCCESS |  
2024-09-13 07:29:49,036 | INFO  | SCMAudit | user=hadoop | ip=172.19.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
