2025-01-08 15:51:10,205 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.10 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-01-08 15:51:10,780 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:12,276 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:13,280 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:14,284 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:15,288 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:16,294 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:17,297 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:18,301 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:19,305 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-01-08 15:51:20,308 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.12 | op=IN_SAFE_MODE null | ret=SUCCESS |  
