2023-10-07 05:24:53,551 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-07 05:24:56,605 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=cbe36501-9c89-4678-8f69-c2dd04d34d42(ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net/172.25.0.103)} | ret=SUCCESS |  
2023-10-07 05:24:58,296 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:01,115 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-07 05:25:02,343 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-07 05:25:03,994 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=2958eec1-47ff-4b1c-b44e-87a49ea45e52(6d8c71e2e38d/172.25.0.102)} | ret=SUCCESS |  
2023-10-07 05:25:04,807 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=1753d609-bfe0-4e34-a293-21a448a0cfed(ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net/172.25.0.104)} | ret=SUCCESS |  
2023-10-07 05:25:05,727 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:06,781 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:08,109 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:08,684 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:09,653 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:10,392 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:14,026 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:15,938 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:17,116 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:19,004 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:19,394 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:19,903 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:20,033 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:29,026 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:30,095 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:35,401 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:49,705 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:25:50,094 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:05,498 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:19,487 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:20,110 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:35,490 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:49,544 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2958eec1-47ff-4b1c-b44e-87a49ea45e52, command=[]} | ret=SUCCESS |  
2023-10-07 05:26:49,980 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=1753d609-bfe0-4e34-a293-21a448a0cfed, command=[]} | ret=SUCCESS |  
2023-10-07 05:27:05,485 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=cbe36501-9c89-4678-8f69-c2dd04d34d42, command=[]} | ret=SUCCESS |  
