2024-10-01 11:13:07,989 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:09,228 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:09,271 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.5 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-10-01 11:13:10,232 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:11,234 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:12,237 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:13,239 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:14,242 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:14,940 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:13:15,244 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:16,248 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:16,846 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=REGISTER {datanodeDetails=10d570db-eb27-43ff-999d-874bea9eea7a(37ff3ec41856/172.19.0.9)} | ret=SUCCESS |  
2024-10-01 11:13:17,250 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:18,084 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:13:18,253 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:18,309 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.5 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-10-01 11:13:18,726 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:13:18,910 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=SEND_HEARTBEAT {datanodeUUID=10d570db-eb27-43ff-999d-874bea9eea7a, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "08baebb3-17f9-48a2-ab2d-9bb8b48339cb" uuid128 { mostSigBits: 629074252405491874 leastSigBits: -6112057901667108405 } } type: RATIS factor: ONE datanode { uuid: "10d570db-eb27-43ff-999d-874bea9eea7a" ipAddress: "172.19.0.9" hostName: "ozonesecure-mr-datanode-1.ozonesecure-mr_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "3" networkName: "10d570db-eb27-43ff-999d-874bea9eea7a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 1212999764491584511 leastSigBits: -7377591854434424198 } level: 3 } cmdId: 1727781196844 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
2024-10-01 11:13:19,255 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:13:20,070 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=SEND_HEARTBEAT {datanodeUUID=10d570db-eb27-43ff-999d-874bea9eea7a, term=2, command=[]} | ret=SUCCESS |  
2024-10-01 11:13:20,089 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.6 | op=REGISTER {datanodeDetails=a030a67e-f4fa-47e5-8f4b-b92d94545f01(3a88bbba90e8/172.19.0.6)} | ret=SUCCESS |  
2024-10-01 11:13:20,258 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
