2024-03-23 14:58:20,882 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1711205826247, modificationTime=1711205826247, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2024-03-23 14:58:20,934 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/om@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1711205830807, bucketEncryptionKey=null, modificationTime=1711205830807, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1} | ret=SUCCESS |  
2024-03-23 14:58:21,057 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/9, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,067 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/0, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,070 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/1, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,073 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/3, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,076 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/8, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,079 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/5, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,082 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/6, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,085 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/7, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
2024-03-23 14:58:21,090 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=edsctf2jct/4, dataSize=268435456, replicationType=NONE} | ret=SUCCESS |  
