2025-06-17 21:55:40,136 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2025-06-17 21:55:40,136 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2025-06-17 21:55:40,136 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2025-06-17 21:55:40,260 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-06-17 21:55:41,218 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-06-17 21:55:41,222 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_CONTAINER_COUNT null | ret=SUCCESS |  
2025-06-17 21:55:41,300 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=LIST_PIPELINE null | ret=SUCCESS |  
2025-06-17 21:55:42,289 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-06-17 21:55:42,641 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {datanodeDetails=c49c5d2b-051b-4dd7-af0e-ddd6648d4f9c(f8782effade0/10.9.0.11)} | ret=SUCCESS |  
2025-06-17 21:55:42,642 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {datanodeDetails=8a7d1621-8044-4741-a698-73321d49a952(86c1ba516307/10.9.0.12)} | ret=SUCCESS |  
2025-06-17 21:55:42,681 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {datanodeDetails=7265cf59-6b44-44f1-94a7-a4f0b9b51195(dc22fb6815f6/10.9.0.13)} | ret=SUCCESS |  
2025-06-17 21:55:43,293 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-06-17 21:55:44,600 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8a7d1621-8044-4741-a698-73321d49a952, term=3, command=[]} | ret=SUCCESS |  
2025-06-17 21:55:44,601 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=c49c5d2b-051b-4dd7-af0e-ddd6648d4f9c, term=3, command=[]} | ret=SUCCESS |  
2025-06-17 21:55:44,670 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=7265cf59-6b44-44f1-94a7-a4f0b9b51195, term=3, command=[]} | ret=SUCCESS |  
2025-06-17 21:55:46,242 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8a7d1621-8044-4741-a698-73321d49a952, term=3, command=[]} | ret=SUCCESS |  
2025-06-17 21:55:46,328 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=7265cf59-6b44-44f1-94a7-a4f0b9b51195, term=3, command=[]} | ret=SUCCESS |  
