2023-01-06 03:35:30,289 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=80441-without-scheme, creationTime=1672976130018, modificationTime=1672976130018, quotaInBytes=109951162777600, quotaInNamespace=100, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-01-06 03:35:43,304 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=SET_QUOTA {volume=80441-without-scheme, quotaInBytes=10995116277760} | ret=SUCCESS |  
2023-01-06 03:35:51,603 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=CREATE_BUCKET {volume=80441-without-scheme, bucket=bb1, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1672976151516, bucketEncryptionKey=null, modificationTime=1672976151516, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-01-06 03:36:10,353 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=UPDATE_BUCKET {volume=80441-without-scheme, bucket=bb1, gdprEnabled=null, isVersionEnabled=null} | ret=SUCCESS |  
2023-01-06 03:36:30,126 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=ALLOCATE_KEY {volume=80441-without-scheme, bucket=bb1, key=key1, dataSize=17539, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-01-06 03:36:33,981 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=COMMIT_KEY {volume=80441-without-scheme, bucket=bb1, key=key1, dataSize=17539, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-01-06 03:36:45,416 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=ALLOCATE_KEY {volume=80441-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=17539, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-01-06 03:36:48,604 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=COMMIT_KEY {volume=80441-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=17539, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-01-06 03:37:03,794 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=DELETE_KEY {volume=80441-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-01-06 03:37:07,788 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=ALLOCATE_KEY {volume=80441-without-scheme, bucket=bb1, key=key1-copy, dataSize=17539, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-01-06 03:37:10,877 | INFO  | OMAudit | user=hadoop | ip=172.18.0.2 | op=COMMIT_KEY {volume=80441-without-scheme, bucket=bb1, key=key1-copy, dataSize=17539, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
