2024-03-25 16:04:57,727 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.3 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2024-03-25 16:04:58,584 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.3 | op=GET_S3_SECRET {S3GetSecretUser=testuser/scm@EXAMPLE.COM} | ret=SUCCESS |  
2024-03-25 16:05:02,260 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2024-03-25 16:05:02,625 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:02,692 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=CREATE_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:n[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1711382702682, bucketEncryptionKey=null, modificationTime=1711382702682, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1} | ret=SUCCESS |  
2024-03-25 16:05:03,223 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:03,230 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:03,254 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:03,340 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=ALLOCATE_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=testfile, dataSize=29, replicationType=NONE} | ret=SUCCESS |  
2024-03-25 16:05:05,200 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=COMMIT_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=testfile, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2024-03-25 16:05:05,669 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.20.0.2 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2024-03-25 16:05:05,723 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:05,728 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:05,734 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:05,747 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=ALLOCATE_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/dir2/file, dataSize=29, replicationType=NONE} | ret=SUCCESS |  
2024-03-25 16:05:05,829 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=COMMIT_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/dir2/file, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2024-03-25 16:05:06,423 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:06,432 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:06,443 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_KEYS {volume=s3v, bucket=bucket-ozone-test-9362773930, startKey=, maxKeys=1, keyPrefix=} | ret=SUCCESS |  
2024-03-25 16:05:06,518 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:06,529 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:07,075 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:07,078 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:07,083 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_KEYS {volume=s3v, bucket=bucket-ozone-test-9362773930, startKey=, maxKeys=1, keyPrefix=dir1/} | ret=SUCCESS |  
2024-03-25 16:05:07,090 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:07,096 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:07,659 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:07,662 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:07,666 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_KEYS {volume=s3v, bucket=bucket-ozone-test-9362773930, startKey=, maxKeys=1, keyPrefix=dir1/dir2/file} | ret=SUCCESS |  
2024-03-25 16:05:07,669 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/dir2, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:07,673 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=LIST_STATUS {volume=s3v, bucket=bucket-ozone-test-9362773930, key=dir1/dir2, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2024-03-25 16:05:08,155 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2024-03-25 16:05:08,158 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:08,162 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.20.0.12 | op=READ_BUCKET {volume=s3v, bucket=bucket-ozone-test-9362773930} | ret=SUCCESS |  
2024-03-25 16:05:08,169 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=ALLOCATE_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=specialchars/a+b, dataSize=29, replicationType=NONE} | ret=SUCCESS |  
2024-03-25 16:05:08,218 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.12 | op=COMMIT_KEY {volume=s3v, bucket=bucket-ozone-test-9362773930, key=specialchars/a+b, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
