2023-05-18 03:33:00,901 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-05-18 03:33:00,901 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-18 03:33:00,901 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-18 03:33:00,901 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-18 03:33:01,523 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-05-18 03:33:01,565 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.3 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-05-18 03:33:02,089 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=REGISTER {datanodeDetails=0a1ebb1a-a321-4c24-80f7-20ea8e71704b{ip: 172.22.0.5, host: 81c0a0df43cb, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-18 03:33:02,165 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.3 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-05-18 03:33:02,434 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=REGISTER {datanodeDetails=4505e463-a1bd-4cfe-afde-62a43df27396{ip: 172.22.0.11, host: 3367423daf6d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-18 03:33:03,152 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=REGISTER {datanodeDetails=e550395b-eb4c-4bb3-9a5e-4b12950978f0{ip: 172.22.0.9, host: 15539255d036, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-18 03:33:03,923 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=SEND_HEARTBEAT {datanodeUUID=0a1ebb1a-a321-4c24-80f7-20ea8e71704b, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9e804510-3e98-4cc0-b98a-ff87eeb844ea" uuid128 { mostSigBits: -7025539482626011968 leastSigBits: -5076964670616091414 } } type: RATIS factor: ONE datanode { uuid: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 729225912761011236 leastSigBits: -9153811525823008693 } } cmdId: 1684380782187 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "ba1839d5-f542-4ab9-8c1f-845bd3128c17" uuid128 { mostSigBits: -5037212592108320071 leastSigBits: -8349809654203511785 } } type: RATIS factor: THREE datanode { uuid: "e550395b-eb4c-4bb3-9a5e-4b12950978f0" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e550395b-eb4c-4bb3-9a5e-4b12950978f0" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1922973973934748749 leastSigBits: -7323333400875927312 } } datanode { uuid: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 729225912761011236 leastSigBits: -9153811525823008693 } } datanode { uuid: "4505e463-a1bd-4cfe-afde-62a43df27396" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "4505e463-a1bd-4cfe-afde-62a43df27396" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4973632480067013886 leastSigBits: -5774069214688939114 } } cmdId: 1684380782190 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "3c3662f6-5eb7-4238-8fd6-efaf701485df" uuid128 { mostSigBits: 4338764101308596792 leastSigBits: -8082008944491067937 } } type: RATIS factor: THREE datanode { uuid: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "0a1ebb1a-a321-4c24-80f7-20ea8e71704b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 729225912761011236 leastSigBits: -9153811525823008693 } } datanode { uuid: "4505e463-a1bd-4cfe-afde-62a43df27396" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "4505e463-a1bd-4cfe-afde-62a43df27396" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4973632480067013886 leastSigBits: -5774069214688939114 } } datanode { uuid: "e550395b-eb4c-4bb3-9a5e-4b12950978f0" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e550395b-eb4c-4bb3-9a5e-4b12950978f0" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1922973973934748749 leastSigBits: -7323333400875927312 } } cmdId: 1684380782191 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
