2023-07-14 07:39:10,753 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-07-14 08:00:31,963 OK[op=GET_METADATA, key=key1, user=om] 
2023-07-14 08:00:32,498 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-07-14 08:00:42,867 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:00:43,155 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10658ms] 
2023-07-14 08:00:53,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10284ms] 
2023-07-14 08:01:04,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=21284ms] 
2023-07-14 08:01:52,185 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:02:03,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10966ms] 
2023-07-14 08:02:14,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=21966ms] 
2023-07-14 08:02:25,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=32966ms] 
2023-07-14 08:02:36,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=43966ms] 
2023-07-14 08:02:47,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=54966ms] 
2023-07-14 08:03:08,208 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:03:19,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10943ms] 
2023-07-14 08:03:45,060 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:03:55,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10091ms] 
2023-07-14 08:04:06,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21091ms] 
2023-07-14 08:04:23,408 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:04:34,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10743ms] 
2023-07-14 08:04:45,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21743ms] 
2023-07-14 08:04:56,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=32743ms] 
2023-07-14 08:05:07,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=43743ms] 
2023-07-14 08:05:18,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=54743ms] 
2023-07-14 08:05:29,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=65743ms] 
2023-07-14 08:06:01,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:06:12,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10381ms] 
2023-07-14 08:06:23,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=21381ms] 
2023-07-14 08:06:34,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=32381ms] 
2023-07-14 08:06:47,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-14 08:06:58,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10897ms] 
2023-07-14 08:07:09,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21897ms] 
