2025-03-14 06:23:28,358 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-03-14 06:23:29,774 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:31,272 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:32,277 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:32,697 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=LIST_PIPELINE null | ret=SUCCESS |  
2025-03-14 06:23:33,285 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:34,291 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:35,298 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:36,304 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:37,308 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:38,313 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2025-03-14 06:23:39,063 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-03-14 06:23:39,316 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
