2023-08-10 17:33:11,224 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-08-10 17:56:49,054 OK[op=GET_METADATA, key=key1, user=om] 
2023-08-10 17:56:49,656 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-08-10 17:57:00,148 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 17:57:00,370 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10715ms] 
2023-08-10 17:57:10,277 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10129ms] 
2023-08-10 17:57:10,288 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=11ms] 
2023-08-10 17:57:20,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=20218ms] 
2023-08-10 17:57:39,251 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 17:57:49,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10115ms] 
2023-08-10 17:58:08,278 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 17:58:18,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10088ms] 
2023-08-10 18:00:34,749 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 18:00:45,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10617ms] 
2023-08-10 18:01:00,114 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 18:01:10,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10252ms] 
2023-08-10 18:01:24,199 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 18:01:34,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10167ms] 
2023-08-10 18:01:55,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-08-10 18:02:06,366 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10373ms] 
2023-08-10 18:02:23,143 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
