2023-06-23 00:39:56,151 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=volume1, creationTime=1687480795831, modificationTime=1687480795831, quotaInBytes=109951162777600, quotaInNamespace=100, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-06-23 00:40:02,039 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=CREATE_BUCKET {volume=volume1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1687480801951, bucketEncryptionKey=null, modificationTime=1687480801951, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-06-23 00:40:12,373 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=input, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:40:19,148 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=22158, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:40:25,997 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=22158, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:40:32,084 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:40:35,701 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:40:41,443 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:40:45,379 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:40:50,676 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:40:56,120 | INFO  | OMAudit | user=hadoop | ip=172.18.0.5 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:42:05,622 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=ozone-29809._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:10,824 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=ozone-29809._COPYING_, dataSize=14978, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:10,981 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=RENAME_KEY {volume=volume1, bucket=bucket1, dataSize=0, replicationType=NONE, replicationFactor=ZERO, srcKey=ozone-29809._COPYING_, dstKey=ozone-29809} | ret=SUCCESS |  
2023-06-23 00:42:35,187 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:42:35,302 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part0, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:37,891 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part0, dataSize=118, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:37,935 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part1, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:38,081 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part1, dataSize=118, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:38,123 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part2, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:38,273 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1687480952328_1880654238/in/part2, dataSize=118, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:38,880 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop/.staging, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:42:39,061 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop/.staging/job_1687480916174_0001, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-23 00:42:39,170 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/.staging/job_1687480916174_0001/job.jar, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:39,446 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/.staging/job_1687480916174_0001/job.jar, dataSize=295812, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:39,560 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/.staging/job_1687480916174_0001/job.split, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-23 00:42:39,742 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/.staging/job_1687480916174_0001/job.split, dataSize=484, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
