2026-08-08 13:26:25,570 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-08 13:26:26,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,088 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,092 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 13:26:26,621 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-08 13:26:26,814 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=REGISTER {"datanodeDetails":"0078226d-b62a-42af-a10c-064cdc7d6d1f(f0fa38d7601a/172.18.0.11)"} | ret=SUCCESS |  
2026-08-08 13:26:26,946 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {"datanodeDetails":"3a52ae61-966d-42a7-9421-038d6086ced7(25f23c8356a0/172.18.0.3)"} | ret=SUCCESS |  
2026-08-08 13:26:27,485 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {"datanodeDetails":"a052c463-3bf6-47b0-90f5-a682f0ede657(7c5d9fb4dce6/172.18.0.5)"} | ret=SUCCESS |  
2026-08-08 13:26:27,624 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-08 13:26:27,718 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=REGISTER {"datanodeDetails":"9db804ae-b222-4bf0-a34b-e58a50cedb4d(e9ecae9a4646/172.18.0.12)"} | ret=SUCCESS |  
2026-08-08 13:26:27,852 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=REGISTER {"datanodeDetails":"bfa9fef9-57a2-4eb7-a90c-54a077b47b03(25d8f99fe4a8/172.18.0.10)"} | ret=SUCCESS |  
2026-08-08 13:26:28,628 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
