2023-07-13 02:34:53,291 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-07-13 02:54:57,490 OK[op=GET_METADATA, key=key1, user=om] 
2023-07-13 02:54:58,388 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-07-13 02:55:09,170 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 02:55:09,392 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=11004ms] 
2023-07-13 02:55:19,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10216ms] 
2023-07-13 02:55:30,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=21216ms] 
2023-07-13 02:56:13,170 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 02:56:23,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10215ms] 
2023-07-13 02:56:34,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=21216ms] 
2023-07-13 02:56:44,743 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=31573ms] 
2023-07-13 02:56:44,747 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=4ms] 
2023-07-13 02:56:55,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=42215ms] 
2023-07-13 02:57:06,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=53215ms] 
2023-07-13 02:57:28,758 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-07-13 02:57:39,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10629ms] 
2023-07-13 02:58:04,896 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 02:58:15,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10489ms] 
2023-07-13 02:58:26,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21489ms] 
2023-07-13 02:58:47,308 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 02:58:57,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10077ms] 
2023-07-13 02:59:08,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21077ms] 
2023-07-13 02:59:18,946 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=31638ms] 
2023-07-13 02:59:18,948 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-07-13 02:59:29,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=42078ms] 
2023-07-13 02:59:40,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=53078ms] 
2023-07-13 02:59:51,387 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=64079ms] 
2023-07-13 03:00:02,389 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=75077ms] 
2023-07-13 03:00:42,696 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 03:00:53,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10689ms] 
2023-07-13 03:01:03,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=20690ms] 
2023-07-13 03:01:13,515 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=30818ms] 
2023-07-13 03:01:13,515 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 03:01:33,584 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 03:01:44,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10801ms] 
2023-07-13 03:01:55,386 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21801ms] 
