2023-06-01 10:01:02,750 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:03,258 | ERROR | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=no-such-volume} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume no-such-volume is not found
	at org.apache.hadoop.ozone.om.VolumeManagerImpl.getVolumeInfo(VolumeManagerImpl.java:61)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeInfo(OzoneManager.java:2640) 
2023-06-01 10:01:06,769 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:07,326 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1685613667244, modificationTime=1685613667244, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-06-01 10:01:10,846 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:11,303 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:11,328 | ERROR | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=no-such-bucket} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.BucketManagerImpl.getBucketInfo(BucketManagerImpl.java:85)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketInfo(OzoneManager.java:2829) 
2023-06-01 10:01:15,372 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:15,783 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:15,936 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=CREATE_BUCKET {volume=vol1, bucket=bucket, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1685613675895, bucketEncryptionKey=null, modificationTime=1685613675895, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-06-01 10:01:19,690 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:20,033 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:20,069 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:20,591 | INFO  | OMAudit | user=hadoop | ip=172.19.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:27,786 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:28,183 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:28,220 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:28,314 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:28,608 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket, key=passwd, dataSize=988, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-06-01 10:01:32,127 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=COMMIT_KEY {volume=vol1, bucket=bucket, key=passwd, dataSize=988, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-01 10:01:36,591 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:37,011 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:37,051 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:37,471 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_KEY {volume=vol1, bucket=bucket, key=passwd, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-06-01 10:01:43,080 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:43,427 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:43,467 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:43,519 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_KEY {volume=vol1, bucket=bucket, key=passwd, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-06-01 10:01:49,458 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:01:49,833 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:01:49,865 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket} | ret=SUCCESS |  
2023-06-01 10:01:49,891 | INFO  | OMAudit | user=hadoop | ip=172.19.0.5 | op=READ_KEY {volume=vol1, bucket=bucket, key=passwd, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-06-01 10:02:00,699 | INFO  | OMAudit | user=hadoop | ip=172.19.0.7 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-06-01 10:02:01,027 | INFO  | OMAudit | user=hadoop | ip=172.19.0.7 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-06-01 10:02:01,086 | INFO  | OMAudit | user=hadoop | ip=172.19.0.7 | op=CREATE_BUCKET {volume=vol1, bucket=auditparser0, bucketLayout=LEGACY, gdprEnabled=null, acls=[], isVersionEnabled=false, storageType=DISK, creationTime=1685613721081, bucketEncryptionKey=null, modificationTime=1685613721081, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
