2025-07-18 07:49:31,830 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-18 07:49:31,829 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-18 07:49:31,830 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-18 07:49:31,831 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-18 07:49:42,473 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {datanodeDetails=9d6810d9-be8e-4e76-99e9-29a9fa4c2193(ozone-balancer-datanode4-1.ozone-balancer_default/172.18.0.3)} | ret=SUCCESS |  
2025-07-18 07:49:42,835 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=REGISTER {datanodeDetails=74b35523-443b-433c-bfb1-375a76ba7bb1(ozone-balancer-datanode6-1.ozone-balancer_default/172.18.0.11)} | ret=SUCCESS |  
2025-07-18 07:49:43,117 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=REGISTER {datanodeDetails=92684bf9-ab1c-4544-9873-6df0f9307df5(ozone-balancer-datanode1-1.ozone-balancer_default/172.18.0.12)} | ret=SUCCESS |  
2025-07-18 07:49:43,635 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {datanodeUUID=9d6810d9-be8e-4e76-99e9-29a9fa4c2193, command=[]} | ret=SUCCESS |  
2025-07-18 07:49:43,787 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {datanodeDetails=738ad40f-cfcd-4cc0-ab3c-bdd0090b875d(ozone-balancer-datanode3-1.ozone-balancer_default/172.18.0.6)} | ret=SUCCESS |  
2025-07-18 07:49:44,108 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {datanodeUUID=74b35523-443b-433c-bfb1-375a76ba7bb1, command=[]} | ret=SUCCESS |  
2025-07-18 07:49:44,666 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=SEND_HEARTBEAT {datanodeUUID=92684bf9-ab1c-4544-9873-6df0f9307df5, command=[]} | ret=SUCCESS |  
