2023-10-11 15:58:48,906 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-10-11 16:17:26,796 OK[op=GET_METADATA, key=key1, user=om] 
2023-10-11 16:17:27,290 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-10-11 16:17:34,324 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:17:37,948 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10658ms] 
2023-10-11 16:17:44,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10621ms] 
2023-10-11 16:18:09,204 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:18:19,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10741ms] 
2023-10-11 16:18:36,644 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:18:46,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10301ms] 
2023-10-11 16:20:09,449 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:20:19,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10496ms] 
2023-10-11 16:20:33,486 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:20:43,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10459ms] 
2023-10-11 16:20:57,353 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:21:07,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10592ms] 
2023-10-11 16:21:25,536 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:21:35,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10409ms] 
2023-10-11 16:21:50,340 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:22:00,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10605ms] 
2023-10-11 16:22:14,265 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:22:24,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10680ms] 
2023-10-11 16:22:37,616 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:22:47,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10329ms] 
2023-10-11 16:23:03,298 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:23:13,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10647ms] 
2023-10-11 16:23:30,816 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-10-11 16:23:40,945 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10129ms] 
2023-10-11 16:23:54,539 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
