2025-05-07 08:53:52,058 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:53:53,335 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:53:55,246 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:54:53,804 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:55:19,386 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:55:20,086 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=decom-volume, creationTime=1746608119908, modificationTime=1746608119908, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1, Transaction=1} | ret=SUCCESS |  
2025-05-07 08:55:21,834 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:55:22,392 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_VOLUME {volume=decom-volume} | ret=SUCCESS |  
2025-05-07 08:55:22,444 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_BUCKET {volume=decom-volume, bucket=decom-bucket, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1746608122423, bucketEncryptionKey=null, modificationTime=1746608122423, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1, Transaction=3} | ret=SUCCESS |  
2025-05-07 08:55:24,027 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:55:24,567 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_VOLUME {volume=decom-volume} | ret=SUCCESS |  
2025-05-07 08:55:24,582 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_BUCKET {volume=decom-volume, bucket=decom-bucket} | ret=SUCCESS |  
2025-05-07 08:55:24,619 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_BUCKET {volume=decom-volume, bucket=decom-bucket} | ret=SUCCESS |  
2025-05-07 08:55:26,815 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {volume=decom-volume, bucket=decom-bucket, key=testfiledecomm, dataSize=31, replicationType=NONE, Transaction=5} | ret=SUCCESS |  
2025-05-07 08:55:30,945 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {volume=decom-volume, bucket=decom-bucket, key=testfiledecomm, dataSize=31, replicationType=RATIS, replicationFactor=THREE, Transaction=7} | ret=SUCCESS |  
2025-05-07 08:55:53,833 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:56:04,545 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-05-07 08:56:05,091 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_VOLUME {volume=decom-volume} | ret=SUCCESS |  
2025-05-07 08:56:05,106 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_BUCKET {volume=decom-volume, bucket=decom-bucket} | ret=SUCCESS |  
2025-05-07 08:56:07,433 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=READ_KEY {volume=decom-volume, bucket=decom-bucket, key=testfiledecomm, owner=null, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
