2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.4 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.6 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.7 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:14,122 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.5 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 09:58:16,994 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.6 | op=REGISTER {"datanodeDetails":"ec5fea3d-2e52-4e27-b283-35409ef37728(519e29edd26b/10.5.0.6)"} | ret=SUCCESS |  
2026-02-26 09:58:17,587 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.8 | op=REGISTER {"datanodeDetails":"c2703c1f-5aba-463a-837c-754176fdfb9d(a3c21291b724/10.5.0.8)"} | ret=SUCCESS |  
2026-02-26 09:58:17,773 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.9 | op=REGISTER {"datanodeDetails":"34d845dd-12eb-451a-8bfb-f04af9af326c(6c45b0773e6d/10.5.0.9)"} | ret=SUCCESS |  
2026-02-26 09:58:17,788 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.5 | op=REGISTER {"datanodeDetails":"d4ac8983-a53d-40a2-9d7f-578671f066ef(7508fc1c25b0/10.5.0.5)"} | ret=SUCCESS |  
2026-02-26 09:58:17,992 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.7 | op=REGISTER {"datanodeDetails":"73a5eb81-6a86-465d-8357-fbcc9611627e(da783047037e/10.5.0.7)"} | ret=SUCCESS |  
2026-02-26 09:58:18,014 | INFO  | SCMAudit | user=hadoop | ip=10.5.0.4 | op=REGISTER {"datanodeDetails":"2377b954-30e6-4342-84c1-cd76961e4b37(956843a23836/10.5.0.4)"} | ret=SUCCESS |  
