2026-04-03 09:49:33,292 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_VOLUME {"admin":"testuser","owner":"testuser","volume":"vol1","creationTime":"1775209773191","modificationTime":"1775209773191","quotaInBytes":"-1","quotaInNamespace":"-1","usedNamespace":"0","objectID":"-9223372036854774528","updateID":"5","Transaction":"5"} | ret=SUCCESS |  
2026-04-03 09:50:55,569 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/261","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2538"} | ret=SUCCESS |  
2026-04-03 09:50:55,578 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/261","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2539"} | ret=SUCCESS |  
2026-04-03 09:50:55,594 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/262","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2540"} | ret=SUCCESS |  
2026-04-03 09:50:55,600 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/262","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2541"} | ret=SUCCESS |  
2026-04-03 09:50:55,614 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/263","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2542"} | ret=SUCCESS |  
2026-04-03 09:50:55,621 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/263","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2543"} | ret=SUCCESS |  
2026-04-03 09:50:55,636 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/264","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2544"} | ret=SUCCESS |  
2026-04-03 09:50:55,642 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/264","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2545"} | ret=SUCCESS |  
2026-04-03 09:50:55,672 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/265","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2546"} | ret=SUCCESS |  
2026-04-03 09:50:55,681 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/265","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2547"} | ret=SUCCESS |  
2026-04-03 09:50:55,705 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/266","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2548"} | ret=SUCCESS |  
2026-04-03 09:50:55,715 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/266","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2549"} | ret=SUCCESS |  
2026-04-03 09:50:55,744 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/267","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2550"} | ret=SUCCESS |  
2026-04-03 09:50:55,750 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/267","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2551"} | ret=SUCCESS |  
2026-04-03 09:50:55,766 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/268","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2552"} | ret=SUCCESS |  
2026-04-03 09:50:55,774 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/268","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2553"} | ret=SUCCESS |  
2026-04-03 09:50:55,790 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/269","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2554"} | ret=SUCCESS |  
2026-04-03 09:50:55,797 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/269","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2555"} | ret=SUCCESS |  
2026-04-03 09:50:55,823 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/270","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2556"} | ret=SUCCESS |  
2026-04-03 09:50:55,830 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/270","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2557"} | ret=SUCCESS |  
2026-04-03 09:50:55,848 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/271","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2558"} | ret=SUCCESS |  
2026-04-03 09:50:55,858 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/271","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2559"} | ret=SUCCESS |  
2026-04-03 09:50:55,882 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/272","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2560"} | ret=SUCCESS |  
2026-04-03 09:50:55,893 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/272","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2561"} | ret=SUCCESS |  
2026-04-03 09:50:55,916 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/273","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2562"} | ret=SUCCESS |  
2026-04-03 09:50:55,929 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/273","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2563"} | ret=SUCCESS |  
2026-04-03 09:50:55,948 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/274","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2564"} | ret=SUCCESS |  
2026-04-03 09:50:55,960 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/274","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2565"} | ret=SUCCESS |  
2026-04-03 09:50:55,986 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/275","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2566"} | ret=SUCCESS |  
2026-04-03 09:50:56,003 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/275","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2567"} | ret=SUCCESS |  
2026-04-03 09:50:56,027 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/276","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2568"} | ret=SUCCESS |  
2026-04-03 09:50:56,034 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/276","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2569"} | ret=SUCCESS |  
2026-04-03 09:50:56,062 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/277","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2570"} | ret=SUCCESS |  
2026-04-03 09:50:56,078 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/277","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2571"} | ret=SUCCESS |  
2026-04-03 09:50:56,108 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/278","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2572"} | ret=SUCCESS |  
2026-04-03 09:50:56,130 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/278","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2573"} | ret=SUCCESS |  
2026-04-03 09:50:56,168 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/279","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2574"} | ret=SUCCESS |  
2026-04-03 09:50:56,183 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/279","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2575"} | ret=SUCCESS |  
2026-04-03 09:50:56,217 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/280","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2576"} | ret=SUCCESS |  
2026-04-03 09:50:56,227 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/280","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2577"} | ret=SUCCESS |  
2026-04-03 09:50:56,289 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/281","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2578"} | ret=SUCCESS |  
2026-04-03 09:50:56,297 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/281","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2579"} | ret=SUCCESS |  
2026-04-03 09:50:56,326 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/282","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2580"} | ret=SUCCESS |  
2026-04-03 09:50:56,341 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/282","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2581"} | ret=SUCCESS |  
2026-04-03 09:50:56,361 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/283","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2582"} | ret=SUCCESS |  
2026-04-03 09:50:56,370 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/283","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2583"} | ret=SUCCESS |  
2026-04-03 09:50:56,391 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/284","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2584"} | ret=SUCCESS |  
2026-04-03 09:50:56,400 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/284","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2585"} | ret=SUCCESS |  
2026-04-03 09:50:56,418 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/285","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2586"} | ret=SUCCESS |  
2026-04-03 09:50:56,426 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/285","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2587"} | ret=SUCCESS |  
2026-04-03 09:50:56,451 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/286","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2588"} | ret=SUCCESS |  
2026-04-03 09:50:56,460 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/286","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2589"} | ret=SUCCESS |  
2026-04-03 09:50:56,487 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/287","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2590"} | ret=SUCCESS |  
2026-04-03 09:50:56,494 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/287","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2591"} | ret=SUCCESS |  
2026-04-03 09:50:56,511 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/288","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2592"} | ret=SUCCESS |  
2026-04-03 09:50:56,518 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/288","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2593"} | ret=SUCCESS |  
2026-04-03 09:50:56,540 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/289","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2594"} | ret=SUCCESS |  
2026-04-03 09:50:56,547 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/289","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2595"} | ret=SUCCESS |  
2026-04-03 09:50:56,571 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/290","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2596"} | ret=SUCCESS |  
2026-04-03 09:50:56,580 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/290","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2597"} | ret=SUCCESS |  
2026-04-03 09:50:56,600 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/291","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2598"} | ret=SUCCESS |  
2026-04-03 09:50:56,609 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/291","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2599"} | ret=SUCCESS |  
2026-04-03 09:50:56,629 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/292","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2600"} | ret=SUCCESS |  
2026-04-03 09:50:56,637 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/292","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2601"} | ret=SUCCESS |  
2026-04-03 09:50:56,655 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/293","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2602"} | ret=SUCCESS |  
2026-04-03 09:50:56,669 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/293","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2603"} | ret=SUCCESS |  
2026-04-03 09:50:56,693 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/294","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2604"} | ret=SUCCESS |  
2026-04-03 09:50:56,703 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/294","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2605"} | ret=SUCCESS |  
2026-04-03 09:50:56,719 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/295","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2606"} | ret=SUCCESS |  
2026-04-03 09:50:56,730 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/295","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2607"} | ret=SUCCESS |  
2026-04-03 09:50:56,751 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/296","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2608"} | ret=SUCCESS |  
2026-04-03 09:50:56,761 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/296","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2609"} | ret=SUCCESS |  
2026-04-03 09:50:56,784 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/297","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2610"} | ret=SUCCESS |  
2026-04-03 09:50:56,793 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/297","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2611"} | ret=SUCCESS |  
2026-04-03 09:50:56,813 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/298","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2612"} | ret=SUCCESS |  
2026-04-03 09:50:56,829 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/298","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2613"} | ret=SUCCESS |  
2026-04-03 09:50:56,851 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/299","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2614"} | ret=SUCCESS |  
2026-04-03 09:50:56,860 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/299","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2615"} | ret=SUCCESS |  
2026-04-03 09:50:56,878 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/300","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2616"} | ret=SUCCESS |  
2026-04-03 09:50:56,886 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/300","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2617"} | ret=SUCCESS |  
2026-04-03 09:50:56,906 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/301","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2618"} | ret=SUCCESS |  
2026-04-03 09:50:56,916 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/301","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2619"} | ret=SUCCESS |  
2026-04-03 09:50:56,945 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/302","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2620"} | ret=SUCCESS |  
2026-04-03 09:50:56,955 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/302","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2621"} | ret=SUCCESS |  
2026-04-03 09:50:56,976 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=CREATE_FILE {"volume":"hsync-volume","bucket":"hsync-bucket","key":"dfsg/303","dataSize":"268435456","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"2622"} | ret=SUCCESS |  
