2023-06-01 20:08:55,722 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,727 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,709 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,709 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,709 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,709 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,709 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,722 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,722 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:55,726 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-01 20:08:56,574 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-06-01 20:08:57,805 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.14 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-06-01 20:08:57,944 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.3 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-06-01 20:08:58,699 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.8 | op=REGISTER {datanodeDetails=908865d1-77eb-4a22-8f02-80c5e330d8b9(cd3808feeb39/172.23.0.8)} | ret=SUCCESS |  
2023-06-01 20:08:58,729 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=REGISTER {datanodeDetails=574903a9-564e-417d-941f-f1e06e9a8ef4(890a781e80a5/172.23.0.4)} | ret=SUCCESS |  
2023-06-01 20:08:58,838 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.7 | op=REGISTER {datanodeDetails=72515df6-0776-44cc-9462-963bcb9e0942(c311a18ea1a3/172.23.0.7)} | ret=SUCCESS |  
2023-06-01 20:08:59,103 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=REGISTER {datanodeDetails=9be3eed2-e5ee-4327-9f57-8888531caca0(eafafe09776c/172.23.0.10)} | ret=SUCCESS |  
2023-06-01 20:08:59,820 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.9 | op=REGISTER {datanodeDetails=5a603bb0-0d3b-4e0b-8d46-ef1ed449157b(b868ebad3157/172.23.0.9)} | ret=SUCCESS |  
2023-06-01 20:09:00,119 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.8 | op=SEND_HEARTBEAT {datanodeUUID=908865d1-77eb-4a22-8f02-80c5e330d8b9, term=2, command=[]} | ret=SUCCESS |  
2023-06-01 20:09:01,128 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.7 | op=SEND_HEARTBEAT {datanodeUUID=72515df6-0776-44cc-9462-963bcb9e0942, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "15587297-3afc-4b20-89ef-bfa07bb4f540" uuid128 { mostSigBits: 1538105266602265376 leastSigBits: -8507370475088448192 } } type: RATIS factor: ONE datanode { uuid: "72515df6-0776-44cc-9462-963bcb9e0942" ipAddress: "172.23.0.7" hostName: "xcompat_datanode_5.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72515df6-0776-44cc-9462-963bcb9e0942" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8237468504705877196 leastSigBits: -7754470424815204030 } } cmdId: 1685650138913 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b7b37d4c-61cf-4e46-927c-8f47b66b3f4c" uuid128 { mostSigBits: -5209682576925569466 leastSigBits: -7891274908894019764 } } type: RATIS factor: THREE datanode { uuid: "9be3eed2-e5ee-4327-9f57-8888531caca0" ipAddress: "172.23.0.10" hostName: "xcompat_datanode_4.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9be3eed2-e5ee-4327-9f57-8888531caca0" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7213659588549262553 leastSigBits: -6964948179613864800 } } datanode { uuid: "908865d1-77eb-4a22-8f02-80c5e330d8b9" ipAddress: "172.23.0.8" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "908865d1-77eb-4a22-8f02-80c5e330d8b9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8032057985080800734 leastSigBits: -8141803588923893575 } } datanode { uuid: "72515df6-0776-44cc-9462-963bcb9e0942" ipAddress: "172.23.0.7" hostName: "xcompat_datanode_5.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72515df6-0776-44cc-9462-963bcb9e0942" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8237468504705877196 leastSigBits: -7754470424815204030 } } cmdId: 1685650138916 priority: 0 priority: 1 priority: 0 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
2023-06-01 20:09:01,150 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=SEND_HEARTBEAT {datanodeUUID=574903a9-564e-417d-941f-f1e06e9a8ef4, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "cc994251-cae9-4cf4-bfcb-b64a8bea74c3" uuid128 { mostSigBits: -3703856299471450892 leastSigBits: -4626403760901819197 } } type: RATIS factor: ONE datanode { uuid: "574903a9-564e-417d-941f-f1e06e9a8ef4" ipAddress: "172.23.0.4" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "574903a9-564e-417d-941f-f1e06e9a8ef4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 6289562380431933821 leastSigBits: -7773228485587595532 } } cmdId: 1685650138911 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
