[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.5.2:test (default-test) on project ozone-integration-test: 
[ERROR] 
[ERROR] See /home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/surefire-reports for the individual test results.
[ERROR] See dump files (if any exist) [date].dump, [date]-jvmRun[N].dump and [date].dumpstream.
[ERROR] ExecutionException The forked VM terminated without properly saying goodbye. VM crash or System.exit called?
[ERROR] Command was /bin/sh -c cd '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test' && '/usr/lib/jvm/temurin-25-jdk-amd64/bin/java' '-Xmx8192m' '-XX:+HeapDumpOnOutOfMemoryError' '-XX:+IgnoreUnrecognizedVMOptions' '-XX:+EnableDynamicAgentLoading' '--enable-native-access=ALL-UNNAMED' '--sun-misc-unsafe-memory-access=allow' '--add-opens' 'java.management/com.sun.jmx.mbeanserver=ALL-UNNAMED' '--add-exports' 'java.management/com.sun.jmx.mbeanserver=ALL-UNNAMED' '--add-opens' 'java.base/java.nio=ALL-UNNAMED' '--add-opens' 'java.base/java.lang=ALL-UNNAMED' '--add-opens' 'java.base/java.lang.reflect=ALL-UNNAMED' '-javaagent:/home/runner/.m2/repository/org/jacoco/org.jacoco.agent/0.8.15/org.jacoco.agent-0.8.15-runtime.jar=destfile=/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/jacoco.exec,includes=org.apache.hadoop.hdds.*:org.apache.hadoop.ozone.*:org.apache.hadoop.fs.ozone.*:org.apache.ozone.*:org.apache.hadoop.io_.*:org.apache.hadoop.ipc_.*:org.apache.hadoop.security_.*' '-Djava.library.path=/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/../../target/native-lib' '-jar' '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/surefire/surefirebooter-20260919095026429_716.jar' '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/surefire' '2026-09-19T09-45-14_008-jvmRun1' 'surefire-20260919095026429_714tmp' 'surefire_31-20260919095026429_715tmp'
[ERROR] Error occurred in starting fork, check output in log
[ERROR] Process Exit Code: 134
[ERROR] org.apache.maven.surefire.booter.SurefireBooterForkException: ExecutionException The forked VM terminated without properly saying goodbye. VM crash or System.exit called?
[ERROR] Command was /bin/sh -c cd '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test' && '/usr/lib/jvm/temurin-25-jdk-amd64/bin/java' '-Xmx8192m' '-XX:+HeapDumpOnOutOfMemoryError' '-XX:+IgnoreUnrecognizedVMOptions' '-XX:+EnableDynamicAgentLoading' '--enable-native-access=ALL-UNNAMED' '--sun-misc-unsafe-memory-access=allow' '--add-opens' 'java.management/com.sun.jmx.mbeanserver=ALL-UNNAMED' '--add-exports' 'java.management/com.sun.jmx.mbeanserver=ALL-UNNAMED' '--add-opens' 'java.base/java.nio=ALL-UNNAMED' '--add-opens' 'java.base/java.lang=ALL-UNNAMED' '--add-opens' 'java.base/java.lang.reflect=ALL-UNNAMED' '-javaagent:/home/runner/.m2/repository/org/jacoco/org.jacoco.agent/0.8.15/org.jacoco.agent-0.8.15-runtime.jar=destfile=/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/jacoco.exec,includes=org.apache.hadoop.hdds.*:org.apache.hadoop.ozone.*:org.apache.hadoop.fs.ozone.*:org.apache.ozone.*:org.apache.hadoop.io_.*:org.apache.hadoop.ipc_.*:org.apache.hadoop.security_.*' '-Djava.library.path=/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/../../target/native-lib' '-jar' '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/surefire/surefirebooter-20260919095026429_716.jar' '/home/runner/work/ozone/ozone/hadoop-ozone/integration-test/target/surefire' '2026-09-19T09-45-14_008-jvmRun1' 'surefire-20260919095026429_714tmp' 'surefire_31-20260919095026429_715tmp'
[ERROR] Error occurred in starting fork, check output in log
[ERROR] Process Exit Code: 134
[ERROR] 	at org.apache.maven.plugin.surefire.booterclient.ForkStarter.awaitResultsDone(ForkStarter.java:456)
[ERROR] 	at org.apache.maven.plugin.surefire.booterclient.ForkStarter.runSuitesForkPerTestSet(ForkStarter.java:418)
[ERROR] 	at org.apache.maven.plugin.surefire.booterclient.ForkStarter.run(ForkStarter.java:297)
[ERROR] 	at org.apache.maven.plugin.surefire.booterclient.ForkStarter.run(ForkStarter.java:250)
[ERROR] 	at org.apache.maven.plugin.surefire.AbstractSurefireMojo.executeProvider(AbstractSurefireMojo.java:1336)
[ERROR] 	at org.apache.maven.plugin.surefire.AbstractSurefireMojo.executeAfterPreconditionsChecked(AbstractSurefireMojo.java:1134)
[ERROR] 	at org.apache.maven.plugin.surefire.AbstractSurefireMojo.execute(AbstractSurefireMojo.java:968)
[ERROR] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:104)
[ERROR] 	at java.base/java.lang.reflect.Method.invoke(Method.java:565)
[ERROR] 	at com.gradle.maven.cache.extension.c.n.a(SourceFile:53)
[ERROR] 	at com.gradle.maven.cache.extension.c.d.a(SourceFile:27)
[ERROR] 	at com.gradle.maven.cache.extension.c.q.a(SourceFile:23)
[ERROR] 	at com.gradle.maven.cache.extension.c.j.a(SourceFile:28)
