2026-02-12 17:40:05,328 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-12 17:40:05,985 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-12 17:40:06,129 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-12 17:40:07,506 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-12 17:40:07,514 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-12 17:40:07,532 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-12 17:40:07,596 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-02-12 17:40:07,681 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {"datanodeDetails":"41a38146-56e6-43a1-a993-c15bb768bc63(dn1/10.9.0.11)"} | ret=SUCCESS |  
2026-02-12 17:40:08,239 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {"datanodeDetails":"910bbf1f-afe6-49e7-a707-af64828c3fad(dn3/10.9.0.13)"} | ret=SUCCESS |  
2026-02-12 17:40:08,450 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {"datanodeDetails":"1c975455-f23d-401f-83c4-d8ccf3955457(dn2/10.9.0.12)"} | ret=SUCCESS |  
2026-02-12 17:40:08,648 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-02-12 17:40:09,820 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"41a38146-56e6-43a1-a993-c15bb768bc63","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:10,232 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"910bbf1f-afe6-49e7-a707-af64828c3fad","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:10,496 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"1c975455-f23d-401f-83c4-d8ccf3955457","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:11,264 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"41a38146-56e6-43a1-a993-c15bb768bc63","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:11,749 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"910bbf1f-afe6-49e7-a707-af64828c3fad","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:12,180 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"1c975455-f23d-401f-83c4-d8ccf3955457","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:13,249 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"910bbf1f-afe6-49e7-a707-af64828c3fad","term":"3","command":"[]"} | ret=SUCCESS |  
2026-02-12 17:40:13,531 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"1c975455-f23d-401f-83c4-d8ccf3955457","term":"3","command":"[]"} | ret=SUCCESS |  
