2026-08-18 20:32:27,338 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:28,493 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:29,089 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:32:29,495 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:29,616 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=REGISTER {"datanodeDetails":"5dcf7972-2a25-48fb-a577-83f6ac61b27a(21cc0f60ffd0/172.18.0.2)"} | ret=SUCCESS |  
2026-08-18 20:32:30,500 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:30,646 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:32:30,709 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-08-18 20:32:30,884 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-08-18 20:32:31,312 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"8a99aafa-5de1-49cc-8e8b-90eef559aa7f\" uuid128 { mostSigBits: -8459542432745174580 leastSigBits: -8175281342568093057 } } type: RATIS factor: ONE datanode { uuid: \"5dcf7972-2a25-48fb-a577-83f6ac61b27a\" ipAddress: \"172.18.0.2\" hostName: \"ozone-datanode-1.ozone_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"5dcf7972-2a25-48fb-a577-83f6ac61b27a\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: 6759755096946723067 leastSigBits: -6523600439745596806 } level: 3 id { uuid { mostSigBits: 6759755096946723067 leastSigBits: -6523600439745596806 } } } cmdId: 1787085149619 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-18 20:32:31,505 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:32,509 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:33,513 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:34,517 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:32:34,586 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:32:36,159 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:36,257 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:36,261 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:37,755 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:42,665 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:42,979 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:47,848 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"1048576","sampleBlocks":"[conID: 1 locID: 117883640217600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2026-08-18 20:32:47,979 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:49,175 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"5dcf7972-2a25-48fb-a577-83f6ac61b27a","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:32:49,349 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"1048576","sampleBlocks":"[conID: 1 locID: 117883640217600002]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
