2026-08-10 09:17:42,781 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:43,816 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:44,818 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:45,820 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:46,387 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:17:46,387 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:17:46,387 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:17:46,828 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:47,054 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {"datanodeDetails":"2789b5e2-f3f0-450d-a939-30ce5382b7d8(dn1/10.9.0.11)"} | ret=SUCCESS |  
2026-08-10 09:17:47,134 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {"datanodeDetails":"a5830761-499f-45df-b678-9787b474fcd0(dn2/10.9.0.12)"} | ret=SUCCESS |  
2026-08-10 09:17:47,664 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:17:47,664 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:17:47,670 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:17:47,835 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:48,781 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {"datanodeDetails":"2fb02841-781b-4f58-935f-33f4e550a3c1(dn3/10.9.0.13)"} | ret=SUCCESS |  
2026-08-10 09:17:48,837 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:49,035 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"2789b5e2-f3f0-450d-a939-30ce5382b7d8","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:49,160 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"a5830761-499f-45df-b678-9787b474fcd0","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:49,853 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:50,778 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"2fb02841-781b-4f58-935f-33f4e550a3c1","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:50,856 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:51,858 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:17:51,940 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"2fb02841-781b-4f58-935f-33f4e550a3c1","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:52,233 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"2789b5e2-f3f0-450d-a939-30ce5382b7d8","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:52,380 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"a5830761-499f-45df-b678-9787b474fcd0","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:52,384 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"2fb02841-781b-4f58-935f-33f4e550a3c1","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:17:52,387 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"2fb02841-781b-4f58-935f-33f4e550a3c1","term":"3","command":"[]"} | ret=SUCCESS |  
