2025-09-10 15:28:28,916 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2025-09-10 15:28:29,071 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2025-09-10 15:28:29,371 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2025-09-10 15:28:30,942 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=e62e3d11-974d-4ced-b13e-52e4a660e8f6(a25fa31bfa7f/172.25.0.102)} | ret=SUCCESS |  
2025-09-10 15:28:31,153 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=e0eec4b3-ede0-4517-995f-06029ad48cb6(f448bcafc36f/172.25.0.104)} | ret=SUCCESS |  
2025-09-10 15:28:31,923 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=0287c8bb-eea9-4a0b-afc3-2c7d8f60bb58(ozonesecure-ha-datanode2-1.ozonesecure-ha_ozone_net/172.25.0.103)} | ret=SUCCESS |  
2025-09-10 15:28:32,817 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e62e3d11-974d-4ced-b13e-52e4a660e8f6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:33,092 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e0eec4b3-ede0-4517-995f-06029ad48cb6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:33,917 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=0287c8bb-eea9-4a0b-afc3-2c7d8f60bb58, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:34,231 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e62e3d11-974d-4ced-b13e-52e4a660e8f6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:34,571 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e62e3d11-974d-4ced-b13e-52e4a660e8f6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:34,921 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e0eec4b3-ede0-4517-995f-06029ad48cb6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:35,351 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e0eec4b3-ede0-4517-995f-06029ad48cb6, command=[]} | ret=SUCCESS |  
2025-09-10 15:28:35,860 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=0287c8bb-eea9-4a0b-afc3-2c7d8f60bb58, command=[]} | ret=SUCCESS |  
