2026-03-15 06:34:10,516 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_VOLUME {"admin":"testuser","owner":"testuser","volume":"vol1","creationTime":"1773556447780","modificationTime":"1773556447780","quotaInBytes":"-1","quotaInNamespace":"-1","usedNamespace":"0","objectID":"-9223372036854775552","updateID":"1","Transaction":"1"} | ret=SUCCESS |  
2026-03-15 06:34:13,988 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_BUCKET {"volume":"vol1","bucket":"bucket1","bucketLayout":"FILE_SYSTEM_OPTIMIZED","gdprEnabled":null,"acls":"[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]]","isVersionEnabled":"false","storageType":"DISK","creationTime":"1773556451432","bucketEncryptionKey":null,"modificationTime":"1773556451432","usedBytes":"0","usedNamespace":"0","snapshotUsedBytes":"0","snapshotUsedNamespace":"0","owner":"testuser","replicationType":null,"replicationConfig":null,"quotaInBytes":"-1","quotaInNamespace":"-1","Transaction":"2"} | ret=SUCCESS |  
2026-03-15 06:34:16,087 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/3","dataSize":"0","replicationType":"NONE","Transaction":"3"} | ret=SUCCESS |  
2026-03-15 06:34:16,110 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/7","dataSize":"0","replicationType":"NONE","Transaction":"4"} | ret=SUCCESS |  
2026-03-15 06:34:16,122 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/2","dataSize":"0","replicationType":"NONE","Transaction":"5"} | ret=SUCCESS |  
2026-03-15 06:34:16,131 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/0","dataSize":"0","replicationType":"NONE","Transaction":"6"} | ret=SUCCESS |  
2026-03-15 06:34:16,139 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/5","dataSize":"0","replicationType":"NONE","Transaction":"7"} | ret=SUCCESS |  
2026-03-15 06:34:16,153 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/9","dataSize":"0","replicationType":"NONE","Transaction":"8"} | ret=SUCCESS |  
2026-03-15 06:34:16,155 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/4","dataSize":"0","replicationType":"NONE","Transaction":"9"} | ret=SUCCESS |  
2026-03-15 06:34:16,158 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/8","dataSize":"0","replicationType":"NONE","Transaction":"10"} | ret=SUCCESS |  
2026-03-15 06:34:16,160 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/1","dataSize":"0","replicationType":"NONE","Transaction":"11"} | ret=SUCCESS |  
2026-03-15 06:34:16,192 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/5","dataSize":"0","Transaction":"12"} | ret=SUCCESS |  
2026-03-15 06:34:16,199 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/3","dataSize":"0","Transaction":"13"} | ret=SUCCESS |  
2026-03-15 06:34:16,206 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/4","dataSize":"0","Transaction":"14"} | ret=SUCCESS |  
2026-03-15 06:34:16,220 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/9","dataSize":"0","Transaction":"15"} | ret=SUCCESS |  
2026-03-15 06:34:16,232 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/8","dataSize":"0","Transaction":"16"} | ret=SUCCESS |  
2026-03-15 06:34:16,242 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/7","dataSize":"0","Transaction":"17"} | ret=SUCCESS |  
2026-03-15 06:34:16,254 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/1","dataSize":"0","Transaction":"18"} | ret=SUCCESS |  
2026-03-15 06:34:16,259 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/2","dataSize":"0","Transaction":"19"} | ret=SUCCESS |  
2026-03-15 06:34:16,260 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/0","dataSize":"0","Transaction":"20"} | ret=SUCCESS |  
2026-03-15 06:34:16,264 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/10","dataSize":"0","replicationType":"NONE","Transaction":"21"} | ret=SUCCESS |  
2026-03-15 06:34:16,271 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/12","dataSize":"0","replicationType":"NONE","Transaction":"22"} | ret=SUCCESS |  
2026-03-15 06:34:16,273 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/11","dataSize":"0","replicationType":"NONE","Transaction":"23"} | ret=SUCCESS |  
2026-03-15 06:34:16,276 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/14","dataSize":"0","replicationType":"NONE","Transaction":"24"} | ret=SUCCESS |  
2026-03-15 06:34:16,281 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/13","dataSize":"0","replicationType":"NONE","Transaction":"25"} | ret=SUCCESS |  
2026-03-15 06:34:16,283 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/15","dataSize":"0","replicationType":"NONE","Transaction":"26"} | ret=SUCCESS |  
2026-03-15 06:34:16,285 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/18","dataSize":"0","replicationType":"NONE","Transaction":"27"} | ret=SUCCESS |  
2026-03-15 06:34:16,287 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/16","dataSize":"0","replicationType":"NONE","Transaction":"28"} | ret=SUCCESS |  
2026-03-15 06:34:16,288 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/17","dataSize":"0","replicationType":"NONE","Transaction":"29"} | ret=SUCCESS |  
2026-03-15 06:34:16,290 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/10","dataSize":"0","Transaction":"30"} | ret=SUCCESS |  
2026-03-15 06:34:16,292 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/12","dataSize":"0","Transaction":"31"} | ret=SUCCESS |  
2026-03-15 06:34:16,300 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/11","dataSize":"0","Transaction":"32"} | ret=SUCCESS |  
2026-03-15 06:34:16,303 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"pyvf7s6cjb/15","dataSize":"0","Transaction":"33"} | ret=SUCCESS |  
