2024-08-01 05:41:49,894 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.2 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-08-01 05:41:50,674 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:53,321 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:54,353 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:55,356 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:56,364 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:57,368 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:58,371 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:41:59,373 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:00,376 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:01,381 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:02,384 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:03,387 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:04,392 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:05,395 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:05,871 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2024-08-01 05:42:06,311 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2024-08-01 05:42:06,408 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:06,479 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2024-08-01 05:42:06,657 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.2 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-08-01 05:42:07,062 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2024-08-01 05:42:07,266 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2024-08-01 05:42:07,417 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:07,919 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.13 | op=REGISTER {datanodeDetails=fb904c6f-860b-43ce-bd04-738cf91b2092(dn/172.18.0.13)} | ret=SUCCESS |  
2024-08-01 05:42:08,425 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-08-01 05:42:08,593 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=REGISTER {datanodeDetails=43e709e4-2d45-48be-9af2-501e999e0307(dn/172.18.0.11)} | ret=SUCCESS |  
2024-08-01 05:42:09,298 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.10 | op=REGISTER {datanodeDetails=974c3b88-94ab-49bf-a3bf-d335c3709c7b(dn/172.18.0.10)} | ret=SUCCESS |  
2024-08-01 05:42:09,430 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
