2025-07-21 08:00:28,531 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-07-21 08:00:40,964 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_CONTAINER_COUNT null | ret=SUCCESS |  
2025-07-21 08:00:41,312 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=LIST_PIPELINE null | ret=SUCCESS |  
2025-07-21 08:00:46,201 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=ADD_SCM {cluster=CID-4742a7bd-a272-461e-9654-ca52f61acd0f, scmId=4fcc8519-a2e9-4870-b1e1-7a3018baadca, addr=scm2.org:9894} | ret=SUCCESS |  
2025-07-21 08:00:49,830 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO null | ret=SUCCESS |  
2025-07-21 08:01:07,178 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=ADD_SCM {cluster=CID-4742a7bd-a272-461e-9654-ca52f61acd0f, scmId=fa7f3562-6f60-40ad-9e82-5ddc1306fe9c, addr=scm3.org:9894} | ret=SUCCESS |  
2025-07-21 08:01:28,223 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-21 08:01:28,496 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-21 08:01:28,731 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-21 08:01:30,335 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=050b59c2-0e26-499a-ae4f-cb2e6593a00b(07071390e8d8/172.25.0.103)} | ret=SUCCESS |  
2025-07-21 08:01:30,458 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=dc0747b3-b016-4706-b31e-62af8eee8614(0a1ac8512fd8/172.25.0.104)} | ret=SUCCESS |  
2025-07-21 08:01:30,746 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=d645c23b-198c-41fe-aba8-b01fb435e048(f83892340f49/172.25.0.102)} | ret=SUCCESS |  
