2023-10-18 18:19:16,767 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:17,608 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:26,118 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:36,659 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:38,604 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_S3_SECRET {S3GetSecretUser=testuser/s3g@EXAMPLE.COM} | ret=SUCCESS |  
2023-10-18 18:19:45,050 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:45,604 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:48,968 | INFO  | OMAudit | user=null | ip=null | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-18 18:19:49,225 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:19:49,752 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip= | op=CREATE_BUCKET {volume=s3v, bucket=bucket1, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:testuser/s3g@EXAMPLE.COM:a[ACCESS], group:testuser:n[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1697653189636, bucketEncryptionKey=null, modificationTime=1697653189636, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-10-18 18:19:50,792 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:19:50,857 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:19:50,977 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:19:51,845 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip= | op=ALLOCATE_KEY {volume=s3v, bucket=bucket1, key=testfile, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-10-18 18:19:59,232 | INFO  | OMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.113 | op=COMMIT_KEY {volume=s3v, bucket=bucket1, key=testfile, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-10-18 18:20:00,221 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:20:00,264 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:20:00,284 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:20:00,371 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip= | op=ALLOCATE_KEY {volume=s3v, bucket=bucket1, key=dir1/dir2/file, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-10-18 18:20:00,598 | INFO  | OMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.113 | op=COMMIT_KEY {volume=s3v, bucket=bucket1, key=dir1/dir2/file, dataSize=29, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-10-18 18:20:01,472 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:20:01,487 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:20:01,532 | INFO  | OMAudit | user=null | ip=null | op=LIST_KEYS {volume=s3v, bucket=bucket1, startKey=, maxKeys=1, keyPrefix=} | ret=SUCCESS |  
2023-10-18 18:20:01,950 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-10-18 18:20:02,032 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-10-18 18:20:02,827 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:20:02,846 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:20:02,879 | INFO  | OMAudit | user=null | ip=null | op=LIST_KEYS {volume=s3v, bucket=bucket1, startKey=, maxKeys=1, keyPrefix=dir1/} | ret=SUCCESS |  
2023-10-18 18:20:02,905 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=dir1/, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-10-18 18:20:02,927 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=dir1/, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-10-18 18:20:03,624 | INFO  | OMAudit | user=null | ip=null | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2023-10-18 18:20:03,638 | INFO  | OMAudit | user=null | ip=null | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2023-10-18 18:20:03,653 | INFO  | OMAudit | user=null | ip=null | op=LIST_KEYS {volume=s3v, bucket=bucket1, startKey=, maxKeys=1, keyPrefix=dir1/dir2/file} | ret=SUCCESS |  
2023-10-18 18:20:03,680 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=dir1/dir2, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-10-18 18:20:03,709 | INFO  | OMAudit | user=null | ip=null | op=LIST_STATUS {volume=s3v, bucket=bucket1, key=dir1/dir2, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
