2023-12-06 16:25:35,653 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.8 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-06 16:25:36,465 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-06 16:25:37,434 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-06 16:25:37,570 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-06 16:25:38,279 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.7 | op=REGISTER {datanodeDetails=031e40bb-fc16-4eba-90a1-a80a127f94eb{ip: 172.21.0.7, host: 29810e5ff46e, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-06 16:25:39,342 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.8 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-06 16:25:39,351 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-12-06 16:25:39,352 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.2 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-12-06 16:25:39,382 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.13 | op=REGISTER {datanodeDetails=35107199-4af2-4c21-a3a9-ad2f29ca733d{ip: 172.21.0.13, host: 746834a58e71, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-06 16:25:39,481 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.10 | op=REGISTER {datanodeDetails=b2cb7f06-9385-46e6-98ff-5648f1d2a6f6{ip: 172.21.0.10, host: 278ae942ce59, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-06 16:25:39,763 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.2 | op=LIST_PIPELINE null | ret=SUCCESS |  
