2023-10-10 19:29:37,207 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-10 19:29:37,212 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-10 19:29:37,222 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-10 19:29:37,260 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-10-10 19:29:39,114 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=REGISTER {datanodeDetails=d4f0e445-20e5-4e19-9dfa-54784ee5ce75{ip: 172.22.0.4, host: 9ed632019064, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-10-10 19:29:39,532 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=REGISTER {datanodeDetails=77e69d66-4137-48e2-bbab-40116cd8d22a{ip: 172.22.0.5, host: 2721730298f7, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-10-10 19:29:39,806 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=REGISTER {datanodeDetails=62a781cd-9eb7-44e1-95b1-249bc7ac04d5{ip: 172.22.0.6, host: 607540cd81ca, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-10-10 19:29:41,196 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=SEND_HEARTBEAT {datanodeUUID=d4f0e445-20e5-4e19-9dfa-54784ee5ce75, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "2d6f0b61-ed20-4f7c-a402-0266d15cae83" uuid128 { mostSigBits: 3273847969339690876 leastSigBits: -6628733060913516925 } } type: RATIS factor: ONE datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179219 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b84bf516-5017-4b41-b4bb-63b28293d680" uuid128 { mostSigBits: -5166766671295722687 leastSigBits: -5423631707891575168 } } type: RATIS factor: THREE datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179222 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "fcc02e99-1ebf-429f-9412-6060097f2aeb" uuid128 { mostSigBits: -234135945442540897 leastSigBits: -7777047640922969365 } } type: RATIS factor: THREE datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179223 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-10-10 19:29:41,471 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=SEND_HEARTBEAT {datanodeUUID=77e69d66-4137-48e2-bbab-40116cd8d22a, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "79f1ce7f-114d-46a9-819e-789d734b829d" uuid128 { mostSigBits: 8787031393122993833 leastSigBits: -9106708778857037155 } } type: RATIS factor: ONE datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } cmdId: 1696966179220 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b84bf516-5017-4b41-b4bb-63b28293d680" uuid128 { mostSigBits: -5166766671295722687 leastSigBits: -5423631707891575168 } } type: RATIS factor: THREE datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179222 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "fcc02e99-1ebf-429f-9412-6060097f2aeb" uuid128 { mostSigBits: -234135945442540897 leastSigBits: -7777047640922969365 } } type: RATIS factor: THREE datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179223 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-10-10 19:29:41,766 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=SEND_HEARTBEAT {datanodeUUID=62a781cd-9eb7-44e1-95b1-249bc7ac04d5, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "674ec8e1-160b-4411-adf4-9e9f634edb5e" uuid128 { mostSigBits: 7444108103153042449 leastSigBits: -5911926003427517602 } } type: RATIS factor: ONE datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } cmdId: 1696966179221 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b84bf516-5017-4b41-b4bb-63b28293d680" uuid128 { mostSigBits: -5166766671295722687 leastSigBits: -5423631707891575168 } } type: RATIS factor: THREE datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179222 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "fcc02e99-1ebf-429f-9412-6060097f2aeb" uuid128 { mostSigBits: -234135945442540897 leastSigBits: -7777047640922969365 } } type: RATIS factor: THREE datanode { uuid: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" ipAddress: "172.22.0.6" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "62a781cd-9eb7-44e1-95b1-249bc7ac04d5" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 7108793256958706913 leastSigBits: -7660301239692032811 } } datanode { uuid: "77e69d66-4137-48e2-bbab-40116cd8d22a" ipAddress: "172.22.0.5" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "77e69d66-4137-48e2-bbab-40116cd8d22a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8639765997663242466 leastSigBits: -4923771324014734806 } } datanode { uuid: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" ipAddress: "172.22.0.4" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d4f0e445-20e5-4e19-9dfa-54784ee5ce75" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3102729157702496743 leastSigBits: -7063240189880709515 } } cmdId: 1696966179223 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-10-10 19:29:42,110 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=SEND_HEARTBEAT {datanodeUUID=d4f0e445-20e5-4e19-9dfa-54784ee5ce75, command=[]} | ret=SUCCESS |  
