2023-06-15 17:26:17,158 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.14 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,159 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,168 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.15 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,169 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,169 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,169 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.14 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,169 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,169 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.15 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,203 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:17,217 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-06-15 17:26:18,105 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-06-15 17:26:18,970 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.2 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-06-15 17:26:19,005 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.8 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-06-15 17:26:19,374 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.15 | op=REGISTER {datanodeDetails=ee2f8b2d-8391-4212-b381-64070b0a665e(b8b8cc90e2ce/172.24.0.15)} | ret=SUCCESS |  
2023-06-15 17:26:19,577 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.4 | op=REGISTER {datanodeDetails=b96f2428-7597-41fd-9599-a9db031f4ccc(7fbc9cd9b17a/172.24.0.4)} | ret=SUCCESS |  
2023-06-15 17:26:19,903 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.14 | op=REGISTER {datanodeDetails=786f9835-34f2-4fb4-958c-4a2d0cf0b0eb(36f7d799f3b3/172.24.0.14)} | ret=SUCCESS |  
2023-06-15 17:26:20,359 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.10 | op=REGISTER {datanodeDetails=d1c3f323-54b7-4f60-9c80-2d5a4ea7e798(024c7f791b52/172.24.0.10)} | ret=SUCCESS |  
2023-06-15 17:26:20,704 | INFO  | SCMAudit | user=hadoop | ip=172.24.0.7 | op=REGISTER {datanodeDetails=198175c2-30fe-4e38-b4a0-c97a179d221b(c21ae784a988/172.24.0.7)} | ret=SUCCESS |  
