2023-06-15 17:14:19,638 | INFO  | OMAudit | user=hadoop | ip=172.20.0.6 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1686849259621, modificationTime=1686849259621, quotaInBytes=1152921504606846976, objectID=256, updateID=1} | ret=SUCCESS |  
2023-06-15 17:14:19,677 | INFO  | OMAudit | user=hadoop | ip=172.20.0.6 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1686849259672, bucketEncryptionKey=null, modificationTime=1686849259672} | ret=SUCCESS |  
2023-06-15 17:14:19,765 | INFO  | OMAudit | user=hadoop | ip=172.20.0.6 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-15 17:14:22,418 | INFO  | OMAudit | user=hadoop | ip=172.20.0.6 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:14:29,467 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.4.0, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:14:31,255 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.4.0, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:14:34,901 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.4.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:14:38,456 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.4.0/file-1.4.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-15 17:14:39,930 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.4.0/file-1.4.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-15 17:14:40,097 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.4.0/file-1.4.0._COPYING_, dstKey=dir-1.4.0/file-1.4.0} | ret=SUCCESS |  
2023-06-15 17:14:57,614 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.4.0/file-1.4.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2023-06-15 17:15:05,794 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-15 17:15:07,201 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:15:09,346 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.0.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:15:11,214 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-06-15 17:15:12,188 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2023-06-15 17:15:12,221 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.0.0/file-1.0.0._COPYING_, dstKey=dir-1.0.0/file-1.0.0} | ret=SUCCESS |  
2023-06-15 17:15:24,055 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2023-06-15 17:15:37,352 | INFO  | OMAudit | user=hadoop | ip=172.20.0.8 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.4.0/file-1.4.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2023-06-15 17:15:55,702 | INFO  | OMAudit | user=hadoop | ip=172.20.0.10 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
