2026-02-11 18:10:09,369 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-11 18:10:11,124 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {"datanodeDetails":"fea6dfef-a4d1-458a-b907-1a082094e851(bfaadaf0e351/172.18.0.3)"} | ret=SUCCESS |  
2026-02-11 18:10:13,072 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:14,315 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-02-11 18:10:14,357 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-02-11 18:10:14,449 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:15,443 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-11 18:10:15,629 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-02-11 18:10:19,005 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-11 18:10:44,480 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"c4640fb1-df37-45e9-87b9-318598abfa98\" uuid128 { mostSigBits: -4295290887976040983 leastSigBits: -8666841558035989864 } } type: RATIS factor: ONE datanode { uuid: \"fea6dfef-a4d1-458a-b907-1a082094e851\" ipAddress: \"172.18.0.3\" hostName: \"compatibility-datanode-1.compatibility_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"fea6dfef-a4d1-458a-b907-1a082094e851\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -97144121586530934 leastSigBits: -5114090229647218607 } level: 3 id { uuid { mostSigBits: -97144121586530934 leastSigBits: -5114090229647218607 } } } cmdId: 1770833430005 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-02-11 18:10:44,500 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:44,502 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:45,567 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:45,581 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_PIPELINE {"pipelineID":"c4640fb1-df37-45e9-87b9-318598abfa98"} | ret=SUCCESS |  
2026-02-11 18:10:45,634 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 117883640217600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2026-02-11 18:10:50,698 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:10:57,261 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
2026-02-11 18:11:00,089 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {"containerIDs":"#1,"} | ret=SUCCESS |  
2026-02-11 18:11:06,147 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_CONTAINER {"replication":"ONE","owner":"OZONE","replicationType":"STAND_ALONE"} | ret=SUCCESS |  
2026-02-11 18:11:06,937 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"fea6dfef-a4d1-458a-b907-1a082094e851","term":"2","command":"[]"} | ret=SUCCESS |  
