2024-01-02 11:44:49,162 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=2, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-01-02 11:44:49,162 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=3, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-01-02 11:44:49,885 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=5, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-01-02 11:44:49,943 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=4, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-01-02 11:44:49,954 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=1, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-01-02 11:44:54,207 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=2} | ret=SUCCESS |  
2024-01-02 11:44:54,578 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=3} | ret=SUCCESS |  
2024-01-02 11:44:55,295 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=5} | ret=SUCCESS |  
2024-01-02 11:44:55,859 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=1} | ret=SUCCESS |  
2024-01-02 11:44:56,530 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=4} | ret=SUCCESS |  
