2025-01-08 16:02:23,127 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2025-01-08 16:27:06,803 OK[op=GET_METADATA, key=key1, user=om] 
2025-01-08 16:27:07,104 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2025-01-08 16:27:07,921 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:27:17,256 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10153ms] 
2025-01-08 16:27:18,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=16, interval=10333ms] 
2025-01-08 16:27:58,742 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:28:09,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=10512ms] 
2025-01-08 16:28:19,875 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=21133ms] 
2025-01-08 16:28:19,876 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2025-01-08 16:28:30,076 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=31334ms] 
2025-01-08 16:28:30,077 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:28:40,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=41511ms] 
2025-01-08 16:28:50,871 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=9, interval=52129ms] 
2025-01-08 16:28:50,871 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:29:01,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=62512ms] 
2025-01-08 16:29:11,497 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=72755ms] 
2025-01-08 16:29:11,497 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:29:22,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=83512ms] 
2025-01-08 16:29:32,292 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=93550ms] 
2025-01-08 16:29:32,292 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:29:43,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=104512ms] 
2025-01-08 16:29:53,726 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=114984ms] 
2025-01-08 16:29:53,727 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2025-01-08 16:30:04,254 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=125512ms] 
