2023-10-11 15:49:34,873 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-11 15:49:35,085 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-11 15:49:36,496 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-11 15:49:37,865 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=e3e0fc62-bd29-44a5-a825-a1651a6cf250(6916b2a06248/172.25.0.104)} | ret=SUCCESS |  
2023-10-11 15:49:37,976 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=3e89b928-5077-4ff4-b72b-13f298221585(ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net/172.25.0.103)} | ret=SUCCESS |  
2023-10-11 15:49:38,704 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:39,803 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:40,008 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=2037073d-e896-4e55-9d8e-4238505c5407(ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net/172.25.0.102)} | ret=SUCCESS |  
2023-10-11 15:49:42,006 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:42,251 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:44,460 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:45,097 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:47,970 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:49,963 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:50,549 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:53,146 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:55,470 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:56,117 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:57,012 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:49:58,940 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:01,740 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:05,622 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:09,695 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:15,243 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:29,177 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:32,162 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:45,373 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:50:59,106 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:02,034 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:15,339 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:29,004 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:31,845 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:45,306 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:51:59,137 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:01,857 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:15,419 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:26,662 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=GET_VERSION null | ret=SUCCESS |  
2023-10-11 15:52:28,613 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=REGISTER {datanodeDetails=0f30e6a9-a785-4541-9013-c8f4e7345ebc(9e9f72ad0eb6/172.25.0.121)} | ret=SUCCESS |  
2023-10-11 15:52:29,273 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:30,509 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:31,861 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:32,225 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:37,461 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:45,399 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:52:58,968 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:01,693 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:07,653 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:15,326 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:28,999 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:31,795 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:37,558 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:45,334 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:59,032 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:59,913 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, command=[]} | ret=SUCCESS |  
2023-10-11 15:53:59,982 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:00,262 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:07,547 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:27,842 | INFO  | SCMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-10-11 15:54:29,686 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e3e0fc62-bd29-44a5-a825-a1651a6cf250, term=5, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:29,844 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=2037073d-e896-4e55-9d8e-4238505c5407, term=5, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:30,316 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3e89b928-5077-4ff4-b72b-13f298221585, term=5, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:37,584 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.121 | op=SEND_HEARTBEAT {datanodeUUID=0f30e6a9-a785-4541-9013-c8f4e7345ebc, term=5, command=[]} | ret=SUCCESS |  
2023-10-11 15:54:42,161 | INFO  | SCMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO null | ret=SUCCESS |  
