2026-08-18 20:25:10,070 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:11,104 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:12,106 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:12,460 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:25:12,460 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:25:12,459 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:25:13,119 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:13,356 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {"datanodeDetails":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3(dn1/10.9.0.11)"} | ret=SUCCESS |  
2026-08-18 20:25:13,374 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {"datanodeDetails":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb(dn2/10.9.0.12)"} | ret=SUCCESS |  
2026-08-18 20:25:14,121 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:14,266 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:25:14,266 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:25:14,489 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:25:14,903 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {"datanodeDetails":"7578bb6c-07ff-4052-a499-5db1f6880a1d(dn3/10.9.0.13)"} | ret=SUCCESS |  
2026-08-18 20:25:15,123 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:15,361 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:15,376 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:16,125 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:16,895 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:17,134 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:25:18,481 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:18,498 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:18,710 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:19,647 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"3","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:25:19,857 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"3","command":"[]"} | ret=SUCCESS |  
