2026-08-18 20:26:06,733 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:07,775 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:08,684 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:26:08,685 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:26:08,685 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-18 20:26:08,780 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:09,030 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:26:09,782 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:09,947 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {"datanodeDetails":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3(dn1/10.9.0.11)"} | ret=SUCCESS |  
2026-08-18 20:26:10,785 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:10,899 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:26:10,998 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-18 20:26:11,307 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {"datanodeDetails":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb(dn2/10.9.0.12)"} | ret=SUCCESS |  
2026-08-18 20:26:11,579 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {"datanodeDetails":"7578bb6c-07ff-4052-a499-5db1f6880a1d(dn3/10.9.0.13)"} | ret=SUCCESS |  
2026-08-18 20:26:11,787 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:11,889 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:12,790 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:13,291 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:13,705 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:13,793 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-18 20:26:14,954 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"414e55a0-ad8c-4d50-86b5-5f1b532bb9cb","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:15,078 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:15,434 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:16,226 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"54b84ac7-5e9a-4011-a48e-bcc7cc2fe0b3","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:16,271 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {"datanodeUUID":"7578bb6c-07ff-4052-a499-5db1f6880a1d","term":"4","command":"[]"} | ret=SUCCESS |  
2026-08-18 20:26:29,650 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omservice","size":"268435456","sampleBlocks":"[conID: 4 locID: 117883640217601001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2026-08-18 20:26:33,704 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {"containerIDs":"#4,"} | ret=SUCCESS |  
