2026-02-26 10:08:33,423 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-26 10:08:41,851 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-02-26 10:08:41,943 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-02-26 10:08:50,195 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-02-26 10:08:50,925 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=ADD_SCM {"cluster":"CID-26c2e3ad-ad41-4661-8338-b31b6937b580","scmId":"b92c82b4-42c4-47a6-858d-aef19304f9e8","addr":"scm2.org:9894"} | ret=SUCCESS |  
2026-02-26 10:09:07,282 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=ADD_SCM {"cluster":"CID-26c2e3ad-ad41-4661-8338-b31b6937b580","scmId":"5c31532b-7769-47ef-92f1-9119d058da4d","addr":"scm3.org:9894"} | ret=SUCCESS |  
2026-02-26 10:09:25,291 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 10:09:25,563 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 10:09:25,892 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {"datanodeDetails":"9118d713-717d-41c6-89d3-d65f5d05c927(bb221eb01e7e/172.25.0.104)"} | ret=SUCCESS |  
2026-02-26 10:09:26,139 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {"datanodeDetails":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688(6a88937b2217/172.25.0.103)"} | ret=SUCCESS |  
2026-02-26 10:09:26,502 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION {} | ret=SUCCESS |  
