2026-02-26 10:09:25,618 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 10:09:25,618 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 10:09:25,920 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {"datanodeDetails":"9118d713-717d-41c6-89d3-d65f5d05c927(bb221eb01e7e/172.25.0.104)"} | ret=SUCCESS |  
2026-02-26 10:09:26,136 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {"datanodeDetails":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688(6a88937b2217/172.25.0.103)"} | ret=SUCCESS |  
2026-02-26 10:09:26,498 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION {} | ret=SUCCESS |  
2026-02-26 10:09:26,864 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {"datanodeDetails":"11c5b09d-1086-412a-a9e6-4572cb1d3372(0f3ff6e4dc58/172.25.0.102)"} | ret=SUCCESS |  
2026-02-26 10:09:27,813 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:27,911 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:27,917 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,106 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,166 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,176 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,826 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,860 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:28,865 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:29,023 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:29,182 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:29,463 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:29,775 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:30,013 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:30,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:31,037 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:31,228 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:31,268 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:34,366 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:34,847 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:35,275 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:35,407 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:36,274 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"9118d713-717d-41c6-89d3-d65f5d05c927","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:40,274 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"daebe2d5-e9dd-4726-80fb-d3fbc5ef1688","command":"[]"} | ret=SUCCESS |  
2026-02-26 10:09:40,369 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"11c5b09d-1086-412a-a9e6-4572cb1d3372","command":"[]"} | ret=SUCCESS |  
