2023-12-07 10:48:02,475 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-07 10:48:02,526 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:02,529 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:02,531 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:02,531 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:02,532 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:02,532 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-07 10:48:04,067 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-12-07 10:48:04,138 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.13 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-12-07 10:48:04,310 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.4 | op=REGISTER {datanodeDetails=5e96ab5c-c0be-447e-9c40-b44576274734{ip: 172.23.0.4, host: 72a9d702d352, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-07 10:48:04,312 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.2 | op=REGISTER {datanodeDetails=2d6b0db8-1537-4843-8da8-a317b972dad2{ip: 172.23.0.2, host: 8868aeae5220, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-07 10:48:04,324 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.10 | op=REGISTER {datanodeDetails=d72354ea-02f9-4242-98a1-d45985e8bd4b{ip: 172.23.0.10, host: d7aa7b07fe72, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-07 10:48:04,378 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.13 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-12-07 10:48:05,106 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-07 10:48:05,163 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-12-07 10:48:06,167 | INFO  | SCMAudit | user=hadoop | ip=172.23.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
