2025-10-07 17:21:33,328 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION {} | ret=SUCCESS |  
2025-10-07 17:21:34,330 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=REGISTER {"datanodeDetails":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d(4f7d1fcbafdf/172.18.0.2)"} | ret=SUCCESS |  
2025-10-07 17:21:34,365 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:21:35,237 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2025-10-07 17:21:35,268 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2025-10-07 17:21:35,334 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2025-10-07 17:21:35,420 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:21:36,374 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"3611b3c5-8ea5-494e-b365-c5593fdd8597\" uuid128 { mostSigBits: 3896092813735315790 leastSigBits: -5519788781158431337 } } type: RATIS factor: ONE datanode { uuid: \"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d\" ipAddress: \"172.18.0.2\" hostName: \"compatibility-datanode-1.compatibility_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -24077501553489757 leastSigBits: -7719778030159587763 } level: 3 id { uuid { mostSigBits: -24077501553489757 leastSigBits: -7719778030159587763 } } } cmdId: 1759857694333 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2025-10-07 17:21:37,687 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:21:39,057 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2025-10-07 17:21:42,873 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:21:49,950 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:21:50,795 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:21:54,033 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {"containerIDs":"#1,"} | ret=SUCCESS |  
2025-10-07 17:21:59,482 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=ALLOCATE_CONTAINER {"replication":"ONE","owner":"OZONE","replicationType":"STAND_ALONE"} | ret=SUCCESS |  
2025-10-07 17:22:00,165 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"ffaa75a3-d0d3-48a3-94dd-d6c85f79164d","term":"2","command":"[]"} | ret=SUCCESS |  
