2023-08-25 23:06:38,612 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=3, containerType=KeyValueContainer} | ret=SUCCESS |  
2023-08-25 23:06:38,826 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=4, containerType=KeyValueContainer} | ret=SUCCESS |  
2023-08-25 23:06:38,931 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=2, containerType=KeyValueContainer} | ret=SUCCESS |  
2023-08-25 23:06:44,265 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=2} | ret=SUCCESS |  
2023-08-25 23:06:45,409 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=3} | ret=SUCCESS |  
2023-08-25 23:06:45,573 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=4} | ret=SUCCESS |  
2023-08-25 23:11:06,692 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=5, containerType=KeyValueContainer} | ret=SUCCESS |  
2023-08-25 23:11:06,850 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=1, containerType=KeyValueContainer} | ret=SUCCESS |  
2023-08-25 23:11:11,349 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=5} | ret=SUCCESS |  
2023-08-25 23:11:12,013 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=1} | ret=SUCCESS |  
