2023-05-19 07:33:16,956 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-19 07:33:16,968 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-19 07:33:16,968 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2023-05-19 07:33:17,046 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-05-19 07:33:18,023 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-05-19 07:33:18,309 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=REGISTER {datanodeDetails=d3d41aeb-9546-4905-8b0b-bd1784be8a31{ip: 172.22.0.9, host: f4b05497a9b6, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-19 07:33:18,310 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=REGISTER {datanodeDetails=a06141ad-2562-4f9a-85c6-a3a69e0c70c1{ip: 172.22.0.11, host: e966366d0658, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-19 07:33:18,728 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.10 | op=REGISTER {datanodeDetails=ded74b07-18b7-4103-82a1-0e013838c066{ip: 172.22.0.10, host: 6766d2dc451b, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-05-19 07:33:19,616 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.8 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-05-19 07:33:20,159 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=SEND_HEARTBEAT {datanodeUUID=d3d41aeb-9546-4905-8b0b-bd1784be8a31, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "fd081deb-e640-44e9-b304-20ddb609caf3" uuid128 { mostSigBits: -213888083282606871 leastSigBits: -5547272704399652109 } } type: RATIS factor: ONE datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } cmdId: 1684481598432 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "cb4ab6c9-1b8d-4bbf-aae0-0861cfdaed68" uuid128 { mostSigBits: -3798022360866665537 leastSigBits: -6133893476286534296 } } type: RATIS factor: THREE datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598434 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "aa00a071-9684-4172-9600-97221bcfa4ca" uuid128 { mostSigBits: -6196776677544803982 leastSigBits: -7637938795269086006 } } type: RATIS factor: THREE datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598435 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-05-19 07:33:20,182 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=SEND_HEARTBEAT {datanodeUUID=a06141ad-2562-4f9a-85c6-a3a69e0c70c1, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "d2a77ccc-5a69-4222-b339-b80969e86ef0" uuid128 { mostSigBits: -3267505787501985246 leastSigBits: -5532188316676886800 } } type: RATIS factor: ONE datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598431 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "cb4ab6c9-1b8d-4bbf-aae0-0861cfdaed68" uuid128 { mostSigBits: -3798022360866665537 leastSigBits: -6133893476286534296 } } type: RATIS factor: THREE datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598434 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "aa00a071-9684-4172-9600-97221bcfa4ca" uuid128 { mostSigBits: -6196776677544803982 leastSigBits: -7637938795269086006 } } type: RATIS factor: THREE datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598435 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-05-19 07:33:20,278 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.8 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-05-19 07:33:20,614 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.10 | op=SEND_HEARTBEAT {datanodeUUID=ded74b07-18b7-4103-82a1-0e013838c066, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "1e3984ff-8628-4e62-94c4-a782fde6d40d" uuid128 { mostSigBits: 2177918127812660834 leastSigBits: -7726866879613578227 } } type: RATIS factor: ONE datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } cmdId: 1684481598433 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "cb4ab6c9-1b8d-4bbf-aae0-0861cfdaed68" uuid128 { mostSigBits: -3798022360866665537 leastSigBits: -6133893476286534296 } } type: RATIS factor: THREE datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598434 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "aa00a071-9684-4172-9600-97221bcfa4ca" uuid128 { mostSigBits: -6196776677544803982 leastSigBits: -7637938795269086006 } } type: RATIS factor: THREE datanode { uuid: "ded74b07-18b7-4103-82a1-0e013838c066" ipAddress: "172.22.0.10" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ded74b07-18b7-4103-82a1-0e013838c066" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2389358583445241597 leastSigBits: -9033923979127504794 } } datanode { uuid: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "d3d41aeb-9546-4905-8b0b-bd1784be8a31" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3182889437520049915 leastSigBits: -8427434368984774095 } } datanode { uuid: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" ipAddress: "172.22.0.11" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a06141ad-2562-4f9a-85c6-a3a69e0c70c1" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6890153742987800678 leastSigBits: -8807172085264912191 } } cmdId: 1684481598435 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2023-05-19 07:33:21,494 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.11 | op=SEND_HEARTBEAT {datanodeUUID=a06141ad-2562-4f9a-85c6-a3a69e0c70c1, command=[]} | ret=SUCCESS |  
2023-05-19 07:33:21,667 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=SEND_HEARTBEAT {datanodeUUID=d3d41aeb-9546-4905-8b0b-bd1784be8a31, command=[]} | ret=SUCCESS |  
2023-05-19 07:33:22,054 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.10 | op=SEND_HEARTBEAT {datanodeUUID=ded74b07-18b7-4103-82a1-0e013838c066, command=[]} | ret=SUCCESS |  
