2023-09-15 20:28:06,629 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-09-15 20:48:54,618 OK[op=GET_METADATA, key=key1, user=om] 
2023-09-15 20:48:55,115 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-09-15 20:49:05,140 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:49:05,727 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10612ms] 
2023-09-15 20:49:15,414 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10272ms] 
2023-09-15 20:49:15,418 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=4ms] 
2023-09-15 20:49:25,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=20584ms] 
2023-09-15 20:49:42,276 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:49:52,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10448ms] 
2023-09-15 20:50:08,044 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:50:18,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10679ms] 
2023-09-15 20:51:30,183 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:51:40,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10540ms] 
2023-09-15 20:51:53,767 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:52:04,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10957ms] 
2023-09-15 20:52:17,162 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:52:27,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10561ms] 
2023-09-15 20:52:45,379 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:52:55,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10345ms] 
2023-09-15 20:53:10,441 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:53:20,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10282ms] 
2023-09-15 20:53:34,267 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:53:44,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10456ms] 
2023-09-15 20:53:57,101 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:54:07,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10623ms] 
2023-09-15 20:54:22,787 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:54:33,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10937ms] 
2023-09-15 20:54:49,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:55:00,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10954ms] 
2023-09-15 20:55:12,708 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:55:22,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10016ms] 
2023-09-15 20:55:36,265 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:55:46,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10459ms] 
2023-09-15 20:56:03,052 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:56:13,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10672ms] 
2023-09-15 20:56:33,029 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:56:43,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10695ms] 
2023-09-15 20:57:00,773 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-09-15 20:57:11,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10952ms] 
2023-09-15 20:57:30,203 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:57:40,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10520ms] 
2023-09-15 20:57:59,736 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:58:10,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10988ms] 
2023-09-15 20:58:33,765 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:58:44,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10959ms] 
2023-09-15 20:59:09,459 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 20:59:19,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10265ms] 
2023-09-15 20:59:30,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=21265ms] 
2023-09-15 20:59:41,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=32265ms] 
2023-09-15 20:59:52,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=43265ms] 
2023-09-15 21:00:03,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=54264ms] 
2023-09-15 21:00:14,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=65264ms] 
2023-09-15 21:00:48,070 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-09-15 21:00:58,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10655ms] 
2023-09-15 21:01:09,520 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=21451ms] 
2023-09-15 21:01:09,520 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-09-15 21:01:19,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=31655ms] 
2023-09-15 21:01:36,139 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-09-15 21:01:46,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10585ms] 
2023-09-15 21:01:57,724 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21586ms] 
