2025-07-25 07:47:17,609 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-25 07:47:18,787 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=240842f3-077c-4904-98f3-f67146a4f47c(6664907f69db/172.25.0.103)} | ret=SUCCESS |  
2025-07-25 07:47:19,022 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-25 07:47:19,656 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2025-07-25 07:47:20,589 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=240842f3-077c-4904-98f3-f67146a4f47c, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:20,726 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=aeec2ee0-0f83-48b8-aff6-d929f0d15ed8(5e625ab1e349/172.25.0.102)} | ret=SUCCESS |  
2025-07-25 07:47:21,429 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=2ef15a69-0eb0-40ca-9514-1a45c5a6ac79(f683dd11f751/172.25.0.104)} | ret=SUCCESS |  
2025-07-25 07:47:22,163 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=240842f3-077c-4904-98f3-f67146a4f47c, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:22,669 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=aeec2ee0-0f83-48b8-aff6-d929f0d15ed8, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:23,312 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=2ef15a69-0eb0-40ca-9514-1a45c5a6ac79, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:24,124 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=aeec2ee0-0f83-48b8-aff6-d929f0d15ed8, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:24,424 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=aeec2ee0-0f83-48b8-aff6-d929f0d15ed8, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:24,718 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=2ef15a69-0eb0-40ca-9514-1a45c5a6ac79, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:24,954 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=2ef15a69-0eb0-40ca-9514-1a45c5a6ac79, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:26,564 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=240842f3-077c-4904-98f3-f67146a4f47c, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:26,884 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=240842f3-077c-4904-98f3-f67146a4f47c, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:27,625 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=aeec2ee0-0f83-48b8-aff6-d929f0d15ed8, command=[]} | ret=SUCCESS |  
2025-07-25 07:47:27,652 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=2ef15a69-0eb0-40ca-9514-1a45c5a6ac79, command=[]} | ret=SUCCESS |  
