2024-10-01 11:38:17,652 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.23.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-10-01 11:38:19,003 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:21,284 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:22,287 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:23,290 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:24,292 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:25,295 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:26,298 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:27,301 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:28,304 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:29,310 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:30,313 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:31,317 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:32,321 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:33,324 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:34,065 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.23.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-10-01 11:38:34,328 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:34,557 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.15 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:38:34,557 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:38:34,833 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.18 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:38:35,331 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:35,360 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.16 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:38:35,933 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.17 | op=GET_VERSION null | ret=SUCCESS |  
2024-10-01 11:38:36,337 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:36,670 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.6 | op=REGISTER {datanodeDetails=9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6(dn/172.23.0.6)} | ret=SUCCESS |  
2024-10-01 11:38:37,339 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:38,342 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:38,402 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.15 | op=REGISTER {datanodeDetails=0c00b12d-8557-4d6c-bba6-d89fcd211600(dn/172.23.0.15)} | ret=SUCCESS |  
2024-10-01 11:38:38,517 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.6 | op=SEND_HEARTBEAT {datanodeUUID=9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "6c523963-d642-4449-a633-6e36c9e9a376" uuid128 { mostSigBits: 7805364205145703497 leastSigBits: -6470707058006449290 } } type: RATIS factor: ONE datanode { uuid: "9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6" ipAddress: "172.23.0.6" hostName: "xcompat-datanode-3.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "5" networkName: "9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -7222331669562175538 leastSigBits: -5854206267781685818 } level: 3 } cmdId: 1727782716625 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
2024-10-01 11:38:38,854 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.18 | op=REGISTER {datanodeDetails=85e58c83-6389-4fde-acb4-5c7372a570fd(dn/172.23.0.18)} | ret=SUCCESS |  
2024-10-01 11:38:39,349 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-10-01 11:38:39,362 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.16 | op=REGISTER {datanodeDetails=24f7eae2-03da-4810-a113-35c87f4d1eef(dn/172.23.0.16)} | ret=SUCCESS |  
2024-10-01 11:38:39,899 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.17 | op=REGISTER {datanodeDetails=45054d25-60ec-4060-9a84-7d5a1fb86313(dn/172.23.0.17)} | ret=SUCCESS |  
2024-10-01 11:38:40,354 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.23.0.15 | op=SEND_HEARTBEAT {datanodeUUID=0c00b12d-8557-4d6c-bba6-d89fcd211600, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9526107b-4e77-47a6-a33d-64d5375b9265" uuid128 { mostSigBits: -7699448391159822426 leastSigBits: -6684075405028388251 } } type: RATIS factor: ONE datanode { uuid: "0c00b12d-8557-4d6c-bba6-d89fcd211600" ipAddress: "172.23.0.15" hostName: "xcompat-datanode-5.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "3" networkName: "0c00b12d-8557-4d6c-bba6-d89fcd211600" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 864885937523871084 leastSigBits: -4925010961630161408 } level: 3 } cmdId: 1727782716626 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "5211d014-14ef-42ec-be9e-580e15785089" uuid128 { mostSigBits: 5913736570383319788 leastSigBits: -4711231342669967223 } } type: RATIS factor: THREE datanode { uuid: "9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6" ipAddress: "172.23.0.6" hostName: "xcompat-datanode-3.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "5" networkName: "9bc51f9c-b1b1-4fce-aec1-ae6a9701ddc6" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -7222331669562175538 leastSigBits: -5854206267781685818 } level: 3 } datanode { uuid: "85e58c83-6389-4fde-acb4-5c7372a570fd" ipAddress: "172.23.0.18" hostName: "xcompat-datanode-2.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "4" networkName: "85e58c83-6389-4fde-acb4-5c7372a570fd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: -8798471801059848226 leastSigBits: -6002070752463589123 } level: 3 } datanode { uuid: "0c00b12d-8557-4d6c-bba6-d89fcd211600" ipAddress: "172.23.0.15" hostName: "xcompat-datanode-5.xcompat_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 19864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } certSerialId: "3" networkName: "0c00b12d-8557-4d6c-bba6-d89fcd211600" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 864885937523871084 leastSigBits: -4925010961630161408 } level: 3 } cmdId: 1727782716630 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
2024-10-01 11:38:40,355 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.23.0.11 | op=IN_SAFE_MODE null | ret=SUCCESS |  
