2026-01-15 05:53:26,834 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-01-15 05:53:42,007 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-01-15 05:53:42,520 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-01-15 05:53:46,117 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-01-15 05:53:46,888 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.117 | op=ADD_SCM {"cluster":"CID-da209e7d-fe26-447b-88f4-e66ed4e4719a","scmId":"7891c3fa-07bf-4ffa-975a-6b3b5e01cf47","addr":"scm2.org:9894"} | ret=SUCCESS |  
2026-01-15 05:54:03,049 | INFO  | SCMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.118 | op=ADD_SCM {"cluster":"CID-da209e7d-fe26-447b-88f4-e66ed4e4719a","scmId":"58ad55c0-9afc-4c06-812b-133442647c5e","addr":"scm3.org:9894"} | ret=SUCCESS |  
2026-01-15 05:54:17,559 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION {} | ret=SUCCESS |  
2026-01-15 05:54:18,233 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION {} | ret=SUCCESS |  
2026-01-15 05:54:18,308 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {"datanodeDetails":"213ef252-7306-406a-8aab-660319d21182(eb2d12f9cee5/172.25.0.104)"} | ret=SUCCESS |  
2026-01-15 05:54:18,531 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION {} | ret=SUCCESS |  
2026-01-15 05:54:18,931 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {"datanodeDetails":"7f10d800-4d05-4dd3-9f3b-2f9bf6493e19(2c218ee814d5/172.25.0.103)"} | ret=SUCCESS |  
2026-01-15 05:54:19,239 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {"datanodeDetails":"ba9bceb2-b021-4f7d-bc81-c3ad9b126cd7(a433b259b96c/172.25.0.102)"} | ret=SUCCESS |  
