2023-08-30 18:19:24,118 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-30 18:19:24,110 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-30 18:19:24,122 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-30 18:19:25,439 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-08-30 18:19:28,819 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-08-30 18:19:29,510 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {datanodeDetails=8dc66963-af16-482c-b685-671e3d0c76ea(d954b2cf5830/10.9.0.12)} | ret=SUCCESS |  
2023-08-30 18:19:29,616 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {datanodeDetails=020974cd-6e1f-47c6-b3da-4be53e7eb769(172b4bf0cb64/10.9.0.11)} | ret=SUCCESS |  
2023-08-30 18:19:29,797 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {datanodeDetails=744b6e7f-cf97-4b2e-8ba1-8d399b24bc6d(47e3557d042a/10.9.0.13)} | ret=SUCCESS |  
2023-08-30 18:19:30,788 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=020974cd-6e1f-47c6-b3da-4be53e7eb769, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:30,981 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8dc66963-af16-482c-b685-671e3d0c76ea, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:31,780 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=744b6e7f-cf97-4b2e-8ba1-8d399b24bc6d, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:32,193 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=020974cd-6e1f-47c6-b3da-4be53e7eb769, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:32,339 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=744b6e7f-cf97-4b2e-8ba1-8d399b24bc6d, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:33,252 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-08-30 18:19:33,469 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8dc66963-af16-482c-b685-671e3d0c76ea, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:34,860 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=020974cd-6e1f-47c6-b3da-4be53e7eb769, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:35,823 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8dc66963-af16-482c-b685-671e3d0c76ea, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:19:43,955 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {containerIDs=#1,} | ret=SUCCESS |  
2023-08-30 18:19:44,119 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:19:44,225 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:19:45,931 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:19:52,995 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-08-30 18:19:59,175 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-08-30 18:20:02,354 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=744b6e7f-cf97-4b2e-8ba1-8d399b24bc6d, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:02,792 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om1, size=268435456, num=1, allocated=1} | ret=SUCCESS |  
2023-08-30 18:20:04,938 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=020974cd-6e1f-47c6-b3da-4be53e7eb769, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:05,847 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8dc66963-af16-482c-b685-671e3d0c76ea, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:09,010 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om1, size=268435456, num=1, allocated=1} | ret=SUCCESS |  
2023-08-30 18:20:19,780 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:20:19,849 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:20:21,278 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=SORT_DATANODE null | ret=SUCCESS |  
2023-08-30 18:20:28,413 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-08-30 18:20:32,368 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=744b6e7f-cf97-4b2e-8ba1-8d399b24bc6d, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:34,870 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=020974cd-6e1f-47c6-b3da-4be53e7eb769, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:35,849 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=8dc66963-af16-482c-b685-671e3d0c76ea, term=3, command=[]} | ret=SUCCESS |  
2023-08-30 18:20:37,670 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=DELETE_KEY_BLOCK {KeyBlockToDelete=[BlockGroup[groupID='/vol1/bucket1/0/-9223372036854769920', blockIDs=[conID: 2 locID: 111677748019201002 bcsId: 0]], BlockGroup[groupID='/vol1/bucket1/0/-9223372036854772992', blockIDs=[conID: 2 locID: 111677748019200002 bcsId: 0]]]} | ret=SUCCESS |  
2023-08-30 18:20:39,331 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=LIST_PIPELINE null | ret=SUCCESS |  
