2023-12-26 11:50:28,622 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 11:50:28,622 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 11:50:28,623 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 11:50:28,628 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 11:50:28,664 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 11:50:29,590 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-12-26 11:50:29,809 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {datanodeDetails=4511fbfb-0920-4ce2-8727-7b5c58a46d0f(a95ba1fbaeef/172.18.0.3)} | ret=SUCCESS |  
2023-12-26 11:50:29,884 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {datanodeDetails=fc31546a-c131-4b2c-b5aa-01c22332964c(c76b579ce6f8/172.18.0.4)} | ret=SUCCESS |  
2023-12-26 11:50:30,036 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {datanodeDetails=a55b9719-2308-4324-b051-ad731762cb53(5ca5f5ee1c5a/172.18.0.6)} | ret=SUCCESS |  
2023-12-26 11:50:30,385 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-26 11:50:30,940 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE null | ret=SUCCESS |  
