2023-09-12 10:27:24,401 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-09-12 10:27:24,666 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-12 10:27:24,673 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-12 10:27:24,681 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-12 10:27:24,689 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2023-09-12 10:27:29,957 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-09-12 10:27:30,546 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {datanodeDetails=79b06352-4423-4d6c-b4b4-bd7bacbf3b4d(81b886f4e815/10.9.0.13)} | ret=SUCCESS |  
2023-09-12 10:27:30,778 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {datanodeDetails=b9094dba-e69f-4d2e-ace0-1dd37f85a703(2188d7e82421/10.9.0.12)} | ret=SUCCESS |  
2023-09-12 10:27:30,806 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {datanodeDetails=299d5f9e-fae2-4665-9712-1b2505b24771(068c33852ae5/10.9.0.11)} | ret=SUCCESS |  
2023-09-12 10:27:31,806 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=b9094dba-e69f-4d2e-ace0-1dd37f85a703, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:31,825 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=299d5f9e-fae2-4665-9712-1b2505b24771, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:32,197 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=79b06352-4423-4d6c-b4b4-bd7bacbf3b4d, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:33,381 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=b9094dba-e69f-4d2e-ace0-1dd37f85a703, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:33,826 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=299d5f9e-fae2-4665-9712-1b2505b24771, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:34,303 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=79b06352-4423-4d6c-b4b4-bd7bacbf3b4d, term=3, command=[]} | ret=SUCCESS |  
2023-09-12 10:27:34,748 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
