2026-08-18 18:56:30,879 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_S3_SECRET {"Transaction":"1","S3GetSecretUser":"testuser/s3g@EXAMPLE.COM"} | ret=SUCCESS |  
2026-08-18 19:03:15,569 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testSyncable[0]","dataSize":"2","replicationType":"NONE","Transaction":"2730"} | ret=SUCCESS |  
2026-08-18 19:03:15,652 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testSyncable[0]","dataSize":"2","replicationType":"RATIS","replicationFactor":"THREE","ETag":"187ef4436122d1cc2f40dc2b92f0eba0","Transaction":"2731"} | ret=SUCCESS |  
2026-08-18 19:03:15,667 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testSyncable[0]","dataSize":"2","replicationConfig":"RATIS/THREE","Transaction":"2732"} | ret=SUCCESS |  
2026-08-18 19:03:15,758 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2733"} | ret=SUCCESS |  
2026-08-18 19:03:15,770 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2734"} | ret=SUCCESS |  
2026-08-18 19:03:15,812 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2735"} | ret=SUCCESS |  
2026-08-18 19:03:15,846 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFile[0]","dataSize":"256","replicationType":"NONE","Transaction":"2736"} | ret=SUCCESS |  
2026-08-18 19:03:16,006 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFile[0]","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2737"} | ret=SUCCESS |  
2026-08-18 19:03:16,023 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFile[0]","dataSize":"256","replicationConfig":"RATIS/THREE","Transaction":"2738"} | ret=SUCCESS |  
2026-08-18 19:03:16,148 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2739"} | ret=SUCCESS |  
2026-08-18 19:03:16,154 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2740"} | ret=SUCCESS |  
2026-08-18 19:03:16,194 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2741"} | ret=SUCCESS |  
2026-08-18 19:03:16,225 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFileSubdir[0]","dataSize":"256","replicationType":"NONE","Transaction":"2742"} | ret=SUCCESS |  
2026-08-18 19:03:16,514 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFileSubdir[0]","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2743"} | ret=SUCCESS |  
2026-08-18 19:03:16,529 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testMkdirUnderFileSubdir[0]","dataSize":"256","replicationConfig":"RATIS/THREE","Transaction":"2744"} | ret=SUCCESS |  
2026-08-18 19:03:16,634 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2745"} | ret=SUCCESS |  
2026-08-18 19:03:16,637 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2746"} | ret=SUCCESS |  
2026-08-18 19:03:16,674 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2747"} | ret=SUCCESS |  
2026-08-18 19:03:16,680 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateCreatesAndPopulatesParents/parent/child","dataSize":"0","replicationType":"NONE","Transaction":"2748"} | ret=SUCCESS |  
2026-08-18 19:03:16,884 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateCreatesAndPopulatesParents/parent/child","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2749"} | ret=SUCCESS |  
2026-08-18 19:03:16,905 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateCreatesAndPopulatesParents/parent/child","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2750"} | ret=SUCCESS |  
2026-08-18 19:03:17,076 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2751"} | ret=SUCCESS |  
2026-08-18 19:03:17,090 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2752"} | ret=SUCCESS |  
2026-08-18 19:03:17,172 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2753"} | ret=SUCCESS |  
2026-08-18 19:03:17,182 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeEmptyFile","dataSize":"0","replicationType":"NONE","Transaction":"2754"} | ret=SUCCESS |  
2026-08-18 19:03:17,297 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeEmptyFile","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2755"} | ret=SUCCESS |  
2026-08-18 19:03:17,312 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeEmptyFile","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2756"} | ret=SUCCESS |  
2026-08-18 19:03:17,414 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2757"} | ret=SUCCESS |  
2026-08-18 19:03:17,420 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2758"} | ret=SUCCESS |  
2026-08-18 19:03:17,502 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2759"} | ret=SUCCESS |  
2026-08-18 19:03:17,512 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsImmediatelyVisible","dataSize":"0","replicationType":"NONE","Transaction":"2760"} | ret=SUCCESS |  
2026-08-18 19:03:17,606 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsImmediatelyVisible","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2761"} | ret=SUCCESS |  
2026-08-18 19:03:17,623 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsImmediatelyVisible","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2762"} | ret=SUCCESS |  
2026-08-18 19:03:17,740 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2763"} | ret=SUCCESS |  
2026-08-18 19:03:17,756 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2764"} | ret=SUCCESS |  
2026-08-18 19:03:17,826 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2765"} | ret=SUCCESS |  
2026-08-18 19:03:17,856 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsVisibleOnFlush","dataSize":"1","replicationType":"NONE","Transaction":"2766"} | ret=SUCCESS |  
2026-08-18 19:03:17,908 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsVisibleOnFlush","dataSize":"1","replicationType":"RATIS","replicationFactor":"THREE","ETag":"0cc175b9c0f1b6a831c399e269772661","Transaction":"2767"} | ret=SUCCESS |  
2026-08-18 19:03:17,920 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsVisibleOnFlush","dataSize":"1","replicationConfig":"RATIS/THREE","Transaction":"2768"} | ret=SUCCESS |  
2026-08-18 19:03:18,012 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2769"} | ret=SUCCESS |  
2026-08-18 19:03:18,017 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2770"} | ret=SUCCESS |  
2026-08-18 19:03:18,070 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2771"} | ret=SUCCESS |  
2026-08-18 19:03:18,103 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateFileOverExistingFileNoOverwrite-builder","dataSize":"256","replicationType":"NONE","Transaction":"2772"} | ret=SUCCESS |  
2026-08-18 19:03:18,215 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateFileOverExistingFileNoOverwrite-builder","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2773"} | ret=SUCCESS |  
2026-08-18 19:03:18,244 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateFileOverExistingFileNoOverwrite","dataSize":"256","replicationType":"NONE","Transaction":"2774"} | ret=SUCCESS |  
2026-08-18 19:03:18,386 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateFileOverExistingFileNoOverwrite","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2775"} | ret=SUCCESS |  
2026-08-18 19:03:18,410 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEYS {"volume":"s3v","bucket":"leg-bucket","deletedKeysList":"{key=test/testCreateFileOverExistingFileNoOverwrite, dataSize=256, replicationConfig=RATIS/THREE}, {key=test/testCreateFileOverExistingFileNoOverwrite-builder, dataSize=256, replicationConfig=RATIS/THREE}","unDeletedKeysList":"","deletedKeySourceType":"USER","Transaction":"2776"} | ret=SUCCESS |  
2026-08-18 19:03:18,512 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2777"} | ret=SUCCESS |  
2026-08-18 19:03:18,517 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2778"} | ret=SUCCESS |  
2026-08-18 19:03:18,565 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2779"} | ret=SUCCESS |  
2026-08-18 19:03:18,602 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeNonEmptyFile","dataSize":"256","replicationType":"NONE","Transaction":"2780"} | ret=SUCCESS |  
2026-08-18 19:03:18,686 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeNonEmptyFile","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2781"} | ret=SUCCESS |  
2026-08-18 19:03:18,698 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testFileStatusBlocksizeNonEmptyFile","dataSize":"256","replicationConfig":"RATIS/THREE","Transaction":"2782"} | ret=SUCCESS |  
2026-08-18 19:03:18,780 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2783"} | ret=SUCCESS |  
2026-08-18 19:03:18,787 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2784"} | ret=SUCCESS |  
2026-08-18 19:03:18,840 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2785"} | ret=SUCCESS |  
2026-08-18 19:03:18,875 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsEventuallyVisible","dataSize":"1","replicationType":"NONE","Transaction":"2786"} | ret=SUCCESS |  
2026-08-18 19:03:18,951 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsEventuallyVisible","dataSize":"1","replicationType":"RATIS","replicationFactor":"THREE","ETag":"55a54008ad1ba589aa210d2629c1df41","Transaction":"2787"} | ret=SUCCESS |  
2026-08-18 19:03:18,962 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreatedFileIsEventuallyVisible","dataSize":"1","replicationConfig":"RATIS/THREE","Transaction":"2788"} | ret=SUCCESS |  
2026-08-18 19:03:19,034 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2789"} | ret=SUCCESS |  
2026-08-18 19:03:19,045 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2790"} | ret=SUCCESS |  
2026-08-18 19:03:19,104 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2791"} | ret=SUCCESS |  
2026-08-18 19:03:19,131 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile-builder","dataSize":"256","replicationType":"NONE","Transaction":"2792"} | ret=SUCCESS |  
2026-08-18 19:03:19,377 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile-builder","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2793"} | ret=SUCCESS |  
2026-08-18 19:03:19,398 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile-builder","dataSize":"10240","replicationType":"NONE","Transaction":"2794"} | ret=SUCCESS |  
2026-08-18 19:03:19,474 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile-builder","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","ETag":"4b5e1d561922ca6837329087277f730f","Transaction":"2795"} | ret=SUCCESS |  
2026-08-18 19:03:19,496 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile","dataSize":"256","replicationType":"NONE","Transaction":"2796"} | ret=SUCCESS |  
2026-08-18 19:03:19,580 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2797"} | ret=SUCCESS |  
2026-08-18 19:03:19,605 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile","dataSize":"10240","replicationType":"NONE","Transaction":"2798"} | ret=SUCCESS |  
2026-08-18 19:03:19,711 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testOverwriteExistingFile","dataSize":"10240","replicationType":"RATIS","replicationFactor":"THREE","ETag":"4b5e1d561922ca6837329087277f730f","Transaction":"2799"} | ret=SUCCESS |  
2026-08-18 19:03:19,729 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEYS {"volume":"s3v","bucket":"leg-bucket","deletedKeysList":"{key=test/testOverwriteExistingFile, dataSize=10240, replicationConfig=RATIS/THREE}, {key=test/testOverwriteExistingFile-builder, dataSize=10240, replicationConfig=RATIS/THREE}","unDeletedKeysList":"","deletedKeySourceType":"USER","Transaction":"2800"} | ret=SUCCESS |  
2026-08-18 19:03:19,801 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2801"} | ret=SUCCESS |  
2026-08-18 19:03:19,806 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2802"} | ret=SUCCESS |  
2026-08-18 19:03:19,853 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2803"} | ret=SUCCESS |  
2026-08-18 19:03:19,879 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateNewFile","dataSize":"256","replicationType":"NONE","Transaction":"2804"} | ret=SUCCESS |  
2026-08-18 19:03:19,983 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateNewFile","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2805"} | ret=SUCCESS |  
2026-08-18 19:03:20,004 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateNewFile-builder","dataSize":"256","replicationType":"NONE","Transaction":"2806"} | ret=SUCCESS |  
2026-08-18 19:03:20,107 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/testCreateNewFile-builder","dataSize":"256","replicationType":"RATIS","replicationFactor":"THREE","ETag":"67e95334b751fbfc6570e8228183c074","Transaction":"2807"} | ret=SUCCESS |  
2026-08-18 19:03:20,122 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEYS {"volume":"s3v","bucket":"leg-bucket","deletedKeysList":"{key=test/testCreateNewFile, dataSize=256, replicationConfig=RATIS/THREE}, {key=test/testCreateNewFile-builder, dataSize=256, replicationConfig=RATIS/THREE}","unDeletedKeysList":"","deletedKeySourceType":"USER","Transaction":"2808"} | ret=SUCCESS |  
2026-08-18 19:03:20,241 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"2809"} | ret=SUCCESS |  
2026-08-18 19:03:20,247 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"2810"} | ret=SUCCESS |  
2026-08-18 19:03:20,275 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"leg-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"2811"} | ret=SUCCESS |  
