2023-12-29 14:51:08,689 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.10 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-29 14:51:10,118 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-29 14:51:10,126 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-29 14:51:11,073 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-29 14:51:11,938 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.5 | op=REGISTER {datanodeDetails=35649dd5-4021-469a-a1ee-76793022a450{ip: 172.21.0.5, host: 91e13a8dcc3d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-29 14:51:11,988 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.4 | op=REGISTER {datanodeDetails=f9502341-46ba-4907-8578-6dd23692b751{ip: 172.21.0.4, host: 5a4061806e2a, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-29 14:51:12,845 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.10 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-12-29 14:51:12,892 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-12-29 14:51:12,923 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.9 | op=REGISTER {datanodeDetails=9b4506ba-abca-43a6-8c23-5f3aee267656{ip: 172.21.0.9, host: fc146e4aa23e, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2023-12-29 14:51:13,348 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.12 | op=LIST_PIPELINE null | ret=SUCCESS |  
2023-12-29 14:51:13,661 | INFO  | SCMAudit | user=hadoop | ip=172.21.0.12 | op=LIST_PIPELINE null | ret=SUCCESS |  
