2026-08-10 09:14:04,917 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:05,953 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:06,955 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:07,957 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:08,396 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:14:08,752 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {"datanodeDetails":"47ed7a62-800a-4b85-89cc-e78742b253a5(325462149ba6/172.18.0.4)"} | ret=SUCCESS |  
2026-08-10 09:14:08,959 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:09,961 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:10,568 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:14:10,615 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-08-10 09:14:10,655 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-08-10 09:14:10,767 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"c76616e1-4e4d-46be-afd9-0273816f5f15\" uuid128 { mostSigBits: -4078547255600265538 leastSigBits: -5775582352009896171 } } type: RATIS factor: ONE datanode { uuid: \"47ed7a62-800a-4b85-89cc-e78742b253a5\" ipAddress: \"172.18.0.4\" hostName: \"compatibility-datanode-1.compatibility_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"47ed7a62-800a-4b85-89cc-e78742b253a5\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: 5182933309646850949 leastSigBits: -8517178227138866267 } level: 3 id { uuid { mostSigBits: 5182933309646850949 leastSigBits: -8517178227138866267 } } } cmdId: 1786353248754 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-10 09:14:10,805 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:10,963 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:11,966 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:12,631 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:14:12,967 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:14:40,805 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:40,834 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:40,835 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:41,812 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:41,844 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 117883640217600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2026-08-10 09:14:46,992 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:49,314 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:14:52,236 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {"containerIDs":"#1,"} | ret=SUCCESS |  
2026-08-10 09:14:56,755 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=ALLOCATE_CONTAINER {"replication":"ONE","owner":"OZONE","replicationType":"STAND_ALONE"} | ret=SUCCESS |  
2026-08-10 09:14:57,399 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"47ed7a62-800a-4b85-89cc-e78742b253a5","term":"2","command":"[]"} | ret=SUCCESS |  
