2023-07-13 21:12:08,183 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2023-07-13 21:38:58,172 OK[op=GET_METADATA, key=key1, user=om] 
2023-07-13 21:38:59,063 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2023-07-13 21:39:09,773 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=10710ms] 
2023-07-13 21:39:12,955 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:39:20,770 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=21707ms] 
2023-07-13 21:39:23,461 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10506ms] 
2023-07-13 21:39:23,467 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=6ms] 
2023-07-13 21:39:33,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=20815ms] 
2023-07-13 21:39:44,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=31815ms] 
2023-07-13 21:40:38,937 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:40:49,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10833ms] 
2023-07-13 21:40:59,771 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=20834ms] 
2023-07-13 21:41:10,338 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=31401ms] 
2023-07-13 21:41:10,339 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:41:20,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=41833ms] 
2023-07-13 21:41:31,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=52833ms] 
2023-07-13 21:41:42,291 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=63354ms] 
2023-07-13 21:41:42,291 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:42:09,814 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:42:19,962 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10148ms] 
2023-07-13 21:42:19,962 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:42:48,301 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:42:58,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10469ms] 
2023-07-13 21:43:09,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21469ms] 
2023-07-13 21:43:31,690 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2023-07-13 21:43:41,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10081ms] 
2023-07-13 21:43:52,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21081ms] 
2023-07-13 21:44:03,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=32081ms] 
2023-07-13 21:44:14,762 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=43073ms] 
2023-07-13 21:44:14,762 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:44:27,950 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:44:38,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10824ms] 
2023-07-13 21:44:49,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21824ms] 
2023-07-13 21:45:34,889 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:45:45,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=10881ms] 
2023-07-13 21:45:56,226 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=21337ms] 
2023-07-13 21:45:56,226 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:46:06,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=31881ms] 
2023-07-13 21:46:17,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=42881ms] 
2023-07-13 21:46:34,437 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2023-07-13 21:46:44,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10333ms] 
2023-07-13 21:46:55,770 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=21333ms] 
