2023-08-17 21:25:49,378 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-08-17 21:26:20,503 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2023-08-17 21:26:24,963 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-17 21:26:24,931 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-17 21:26:26,647 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2023-08-17 21:26:27,014 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2023-08-17 21:26:27,857 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=REGISTER {datanodeDetails=14a369df-8cde-4fd8-9a10-b799c35bb860(94f5914cdc4e/172.19.0.9)} | ret=SUCCESS |  
2023-08-17 21:26:27,879 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.2 | op=REGISTER {datanodeDetails=2155d536-7e9b-490d-bec3-4be519edb86a(e48b66e44fac/172.19.0.2)} | ret=SUCCESS |  
2023-08-17 21:26:28,663 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.3 | op=REGISTER {datanodeDetails=525c652d-480e-4e19-b11c-07bc646667bc(8c1b47953eb7/172.19.0.3)} | ret=SUCCESS |  
2023-08-17 21:26:30,116 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.2 | op=SEND_HEARTBEAT {datanodeUUID=2155d536-7e9b-490d-bec3-4be519edb86a, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "ce26c8ed-1c42-4bde-98f6-5af9462f9567" uuid128 { mostSigBits: -3591962732074480674 leastSigBits: -7424646909002803865 } } type: RATIS factor: ONE datanode { uuid: "2155d536-7e9b-490d-bec3-4be519edb86a" ipAddress: "172.19.0.2" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "2155d536-7e9b-490d-bec3-4be519edb86a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2402060406301083917 leastSigBits: -4700830138690062230 } } cmdId: 1692307587961 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "57dd9900-4be1-4506-acc3-1ef8d9706525" uuid128 { mostSigBits: 6331384877704889606 leastSigBits: -5997916224578624219 } } type: RATIS factor: THREE datanode { uuid: "14a369df-8cde-4fd8-9a10-b799c35bb860" ipAddress: "172.19.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "14a369df-8cde-4fd8-9a10-b799c35bb860" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 1487148710824398808 leastSigBits: -7345169121205831584 } } datanode { uuid: "525c652d-480e-4e19-b11c-07bc646667bc" ipAddress: "172.19.0.3" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "525c652d-480e-4e19-b11c-07bc646667bc" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5934729654124301849 leastSigBits: -5684660123928729668 } } datanode { uuid: "2155d536-7e9b-490d-bec3-4be519edb86a" ipAddress: "172.19.0.2" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "2155d536-7e9b-490d-bec3-4be519edb86a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2402060406301083917 leastSigBits: -4700830138690062230 } } cmdId: 1692307587964 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
2023-08-17 21:26:30,136 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.9 | op=SEND_HEARTBEAT {datanodeUUID=14a369df-8cde-4fd8-9a10-b799c35bb860, term=2, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "4bac8f2b-7acc-43ed-b74e-833c15cd6c12" uuid128 { mostSigBits: 5452890665745400813 leastSigBits: -5238105022498247662 } } type: RATIS factor: ONE datanode { uuid: "14a369df-8cde-4fd8-9a10-b799c35bb860" ipAddress: "172.19.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "14a369df-8cde-4fd8-9a10-b799c35bb860" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 1487148710824398808 leastSigBits: -7345169121205831584 } } cmdId: 1692307587962 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "57dd9900-4be1-4506-acc3-1ef8d9706525" uuid128 { mostSigBits: 6331384877704889606 leastSigBits: -5997916224578624219 } } type: RATIS factor: THREE datanode { uuid: "14a369df-8cde-4fd8-9a10-b799c35bb860" ipAddress: "172.19.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "14a369df-8cde-4fd8-9a10-b799c35bb860" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 1487148710824398808 leastSigBits: -7345169121205831584 } } datanode { uuid: "525c652d-480e-4e19-b11c-07bc646667bc" ipAddress: "172.19.0.3" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "525c652d-480e-4e19-b11c-07bc646667bc" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5934729654124301849 leastSigBits: -5684660123928729668 } } datanode { uuid: "2155d536-7e9b-490d-bec3-4be519edb86a" ipAddress: "172.19.0.2" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "HTTP" value: 9882 } ports { name: "CLIENT_RPC" value: 9864 } ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "RATIS_DATASTREAM" value: 9855 } ports { name: "STANDALONE" value: 9859 } networkName: "2155d536-7e9b-490d-bec3-4be519edb86a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2402060406301083917 leastSigBits: -4700830138690062230 } } cmdId: 1692307587964 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" deadlineMsSinceEpoch: 0 ]} | ret=SUCCESS |  
