2026-08-14 08:52:59,332 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:52:59,457 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:52:59,757 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:53:03,236 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:53:10,340 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:53:11,858 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=CREATE_VOLUME {"admin":"testuser","owner":"testuser","volume":"test-txn-vol","creationTime":"1786697591631","modificationTime":"1786697591631","quotaInBytes":"-1","quotaInNamespace":"-1","usedNamespace":"0","objectID":"-9223372036854775552","updateID":"1","Transaction":"1"} | ret=SUCCESS |  
2026-08-14 08:53:15,333 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2026-08-14 08:53:16,455 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.25.0.116 | op=READ_VOLUME {"volume":"test-txn-vol"} | ret=SUCCESS |  
2026-08-14 08:53:16,601 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip= | op=CREATE_BUCKET {"Transaction":"2","Command":"CreateBucket"} | ret=FAILURE | java.lang.RuntimeException: Byteman crashes OM
	at java.base/jdk.internal.reflect.DirectConstructorHandleAccessor.newInstance(DirectConstructorHandleAccessor.java:62)
	at java.base/java.lang.reflect.Constructor.newInstanceWithCaller(Constructor.java:499)
 
2026-08-14 08:55:17,360 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_VOLUME {"admin":"testuser","owner":"testuser","volume":"vol1","creationTime":"1786697717149","modificationTime":"1786697717149","quotaInBytes":"-1","quotaInNamespace":"-1","usedNamespace":"0","objectID":"-9223372036854774784","updateID":"4","Transaction":"4"} | ret=SUCCESS |  
2026-08-14 08:55:17,489 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_BUCKET {"volume":"vol1","bucket":"bucket1","bucketLayout":"FILE_SYSTEM_OPTIMIZED","gdprEnabled":null,"acls":"[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]]","isVersionEnabled":"false","storageType":"DISK","creationTime":"1786697717292","bucketEncryptionKey":null,"modificationTime":"1786697717292","usedBytes":"0","usedNamespace":"0","snapshotUsedBytes":"0","snapshotUsedNamespace":"0","owner":"testuser","replicationType":null,"replicationConfig":null,"quotaInBytes":"-1","quotaInNamespace":"-1","Transaction":"5"} | ret=SUCCESS |  
2026-08-14 08:55:17,840 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/3","dataSize":"0","replicationType":"NONE","Transaction":"6"} | ret=SUCCESS |  
2026-08-14 08:55:17,852 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/1","dataSize":"0","replicationType":"NONE","Transaction":"7"} | ret=SUCCESS |  
2026-08-14 08:55:17,862 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/2","dataSize":"0","replicationType":"NONE","Transaction":"8"} | ret=SUCCESS |  
2026-08-14 08:55:17,870 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/0","dataSize":"0","replicationType":"NONE","Transaction":"9"} | ret=SUCCESS |  
2026-08-14 08:55:17,965 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/2","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"10"} | ret=SUCCESS |  
2026-08-14 08:55:17,974 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/0","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"11"} | ret=SUCCESS |  
2026-08-14 08:55:17,983 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/3","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"12"} | ret=SUCCESS |  
2026-08-14 08:55:17,991 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/1","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"13"} | ret=SUCCESS |  
2026-08-14 08:55:17,999 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/4","dataSize":"0","replicationType":"NONE","Transaction":"14"} | ret=SUCCESS |  
2026-08-14 08:55:18,004 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/5","dataSize":"0","replicationType":"NONE","Transaction":"15"} | ret=SUCCESS |  
2026-08-14 08:55:18,007 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/6","dataSize":"0","replicationType":"NONE","Transaction":"16"} | ret=SUCCESS |  
2026-08-14 08:55:18,011 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/7","dataSize":"0","replicationType":"NONE","Transaction":"17"} | ret=SUCCESS |  
2026-08-14 08:55:18,015 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/4","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"18"} | ret=SUCCESS |  
2026-08-14 08:55:18,017 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/5","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"19"} | ret=SUCCESS |  
2026-08-14 08:55:18,019 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/6","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"20"} | ret=SUCCESS |  
2026-08-14 08:55:18,021 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/7","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"21"} | ret=SUCCESS |  
2026-08-14 08:55:18,024 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/9","dataSize":"0","replicationType":"NONE","Transaction":"22"} | ret=SUCCESS |  
2026-08-14 08:55:18,031 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/8","dataSize":"0","replicationType":"NONE","Transaction":"23"} | ret=SUCCESS |  
2026-08-14 08:55:18,040 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/11","dataSize":"0","replicationType":"NONE","Transaction":"24"} | ret=SUCCESS |  
2026-08-14 08:55:18,054 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/10","dataSize":"0","replicationType":"NONE","Transaction":"25"} | ret=SUCCESS |  
2026-08-14 08:55:18,060 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/9","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"26"} | ret=SUCCESS |  
2026-08-14 08:55:18,062 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/10","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"27"} | ret=SUCCESS |  
2026-08-14 08:55:18,072 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/11","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"28"} | ret=SUCCESS |  
2026-08-14 08:55:18,078 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/8","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"29"} | ret=SUCCESS |  
2026-08-14 08:55:18,200 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/12","dataSize":"0","replicationType":"NONE","Transaction":"30"} | ret=SUCCESS |  
2026-08-14 08:55:18,246 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/13","dataSize":"0","replicationType":"NONE","Transaction":"31"} | ret=SUCCESS |  
2026-08-14 08:55:18,306 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"fniohrdu32/14","dataSize":"0","replicationType":"NONE","Transaction":"32"} | ret=SUCCESS |  
