2025-03-04 19:39:24,953 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-03-04 19:39:24,953 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-03-04 19:39:28,275 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-03-04 19:39:32,262 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-03-04 19:39:32,832 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_S3_SECRET {Transaction=1, S3GetSecretUser=testuser/s3g@EXAMPLE.COM} | ret=SUCCESS |  
2025-03-04 19:39:36,247 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2025-03-04 19:39:36,659 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2025-03-04 19:39:36,781 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_BUCKET {volume=s3v, bucket=bucket1, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1741117176703, bucketEncryptionKey=null, modificationTime=1741117176703, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1, Transaction=3} | ret=SUCCESS |  
2025-03-04 19:39:37,376 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2025-03-04 19:39:37,383 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2025-03-04 19:39:37,419 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2025-03-04 19:39:37,690 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=ALLOCATE_KEY {volume=s3v, bucket=bucket1, key=testfile, dataSize=29, replicationType=NONE, Transaction=5} | ret=SUCCESS |  
2025-03-04 19:39:39,712 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=COMMIT_KEY {volume=s3v, bucket=bucket1, key=testfile, dataSize=29, replicationType=RATIS, replicationFactor=THREE, ETag=d6102c0cd7fb6b15d241cf0dfdbe01b8, Transaction=7} | ret=SUCCESS |  
2025-03-04 19:39:40,382 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=s3v} | ret=SUCCESS |  
2025-03-04 19:39:40,386 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2025-03-04 19:39:40,389 | INFO  | OMAudit | user=s3g/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=s3v, bucket=bucket1} | ret=SUCCESS |  
2025-03-04 19:39:40,412 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=ALLOCATE_KEY {volume=s3v, bucket=bucket1, key=dir1/dir2/file, dataSize=29, replicationType=NONE, Transaction=9} | ret=SUCCESS |  
