2024-07-01 09:19:59,794 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:01,004 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-07-01 09:20:01,029 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:02,057 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:03,059 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:04,066 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:05,077 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:06,081 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:07,083 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:08,086 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:09,088 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:09,623 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2024-07-01 09:20:10,092 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:11,096 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:11,462 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.12 | op=REGISTER {datanodeDetails=620c639c-91bc-4b16-a9c2-a7e875831fe1(dn/172.19.0.12)} | ret=SUCCESS |  
2024-07-01 09:20:12,102 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:12,319 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2024-07-01 09:20:13,104 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.19.0.5 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2024-07-01 09:20:13,243 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.19.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2024-07-01 09:20:13,400 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.19.0.10 | op=GET_VERSION null | ret=SUCCESS |  
